Code du département,Libellé du département,Code de la commune,Libellé de la commune,Inscrits,Abstentions,% Abs/Ins,Votants,% Vot/Ins,Non-Exprimés,% Non-Exp/Ins,% Non-Exp/Vot,Exprimés,% Exp/Ins,% Exp/Vot,Année,Numéro de tour
34,Hérault,022,Baillargues,5191,1497,28.84,3694,71.16,106,2.04,2.87,3588,69.12,97.13,2014,1
34,Hérault,027,Beaulieu,1307,424,32.44,883,67.56,135,10.33,15.29,748,57.23,84.71,2014,1
34,Hérault,057,Castelnau-le-Lez,13677,5355,39.15,8322,60.85,376,2.75,4.52,7946,58.1,95.48,2014,1
34,Hérault,058,Castries,4626,1318,28.49,3308,71.51,100,2.16,3.02,3208,69.35,96.98,2014,1
34,Hérault,077,Clapiers,4062,1100,27.08,2962,72.92,237,5.83,8.0,2725,67.09,92.0,2014,1
34,Hérault,087,Cournonsec,2048,788,38.48,1260,61.52,266,12.99,21.11,994,48.54,78.89,2014,1
34,Hérault,088,Cournonterral,4516,1422,31.49,3094,68.51,222,4.92,7.18,2872,63.6,92.82,2014,1
34,Hérault,090,Le Crès,6855,2332,34.02,4523,65.98,196,2.86,4.33,4327,63.12,95.67,2014,1
34,Hérault,095,Fabrègues,5477,1769,32.3,3708,67.7,113,2.06,3.05,3595,65.64,96.95,2014,1
34,Hérault,116,Grabels,4813,1520,31.58,3293,68.42,99,2.06,3.01,3194,66.36,96.99,2014,1
34,Hérault,120,Jacou,4417,1270,28.75,3147,71.25,208,4.71,6.61,2939,66.54,93.39,2014,1
34,Hérault,123,Juvignac,6368,2134,33.51,4234,66.49,145,2.28,3.42,4089,64.21,96.58,2014,1
34,Hérault,129,Lattes,13051,4739,36.31,8312,63.69,277,2.12,3.33,8035,61.57,96.67,2014,1
34,Hérault,134,Lavérune,2223,809,36.39,1414,63.61,365,16.42,25.81,1049,47.19,74.19,2014,1
34,Hérault,169,Montferrier-sur-Lez,3214,986,30.68,2228,69.32,57,1.77,2.56,2171,67.55,97.44,2014,1
34,Hérault,172,Montpellier,145590,69686,47.86,75904,52.14,2502,1.72,3.3,73402,50.42,96.7,2014,1
34,Hérault,179,Murviel-lès-Montpellier,1404,25,1.78,1379,98.22,267,19.02,19.36,1112,79.2,80.64,2014,1
34,Hérault,198,Pérols,7398,2425,32.78,4973,67.22,131,1.77,2.63,4842,65.45,97.37,2014,1
34,Hérault,202,Pignan,5608,1728,30.81,3880,69.19,1524,27.18,39.28,2356,42.01,60.72,2014,1
34,Hérault,217,Prades-le-Lez,3842,1166,30.35,2676,69.65,149,3.88,5.57,2527,65.77,94.43,2014,1
34,Hérault,227,Restinclières,1281,340,26.54,941,73.46,31,2.42,3.29,910,71.04,96.71,2014,1
34,Hérault,244,Saint-Brès,2060,746,36.21,1314,63.79,269,13.06,20.47,1045,50.73,79.53,2014,1
34,Hérault,249,Saint-Drézéry,1781,694,38.97,1087,61.03,339,19.03,31.19,748,42.0,68.81,2014,1
34,Hérault,256,Saint-Geniès-des-Mourgues,1506,372,24.7,1134,75.3,36,2.39,3.17,1098,72.91,96.83,2014,1
34,Hérault,259,Saint-Georges-d'Orques,4312,1392,32.28,2920,67.72,114,2.64,3.9,2806,65.07,96.1,2014,1
34,Hérault,270,Saint-Jean-de-Védas,7431,2320,31.22,5111,68.78,184,2.48,3.6,4927,66.3,96.4,2014,1
34,Hérault,295,Saussan,1128,329,29.17,799,70.83,86,7.62,10.76,713,63.21,89.24,2014,1
34,Hérault,307,Sussargues,2120,588,27.74,1532,72.26,53,2.5,3.46,1479,69.76,96.54,2014,1
34,Hérault,327,Vendargues,5073,1325,26.12,3748,73.88,118,2.33,3.15,3630,71.56,96.85,2014,1
34,Hérault,337,Villeneuve-lès-Maguelone,6642,1689,25.43,4953,74.57,122,1.84,2.46,4831,72.73,97.54,2014,1
35,Ille-et-Vilaine,001,Acigné,4790,1318,27.52,3472,72.48,406,8.48,11.69,3066,64.01,88.31,2014,1
35,Ille-et-Vilaine,024,Betton,8336,3205,38.45,5131,61.55,263,3.15,5.13,4868,58.4,94.87,2014,1
35,Ille-et-Vilaine,032,Bourgbarré,2578,1160,45.0,1418,55.0,291,11.29,20.52,1127,43.72,79.48,2014,1
35,Ille-et-Vilaine,039,Brécé,1451,633,43.63,818,56.37,133,9.17,16.26,685,47.21,83.74,2014,1
35,Ille-et-Vilaine,047,Bruz,11908,4377,36.76,7531,63.24,277,2.33,3.68,7254,60.92,96.32,2014,1
35,Ille-et-Vilaine,051,Cesson-Sévigné,13140,4520,34.4,8620,65.6,265,2.02,3.07,8355,63.58,96.93,2014,1
35,Ille-et-Vilaine,055,Chantepie,7113,2673,37.58,4440,62.42,109,1.53,2.45,4331,60.89,97.55,2014,1
35,Ille-et-Vilaine,058,La Chapelle-Chaussée,825,185,22.42,640,77.58,18,2.18,2.81,622,75.39,97.19,2014,1
35,Ille-et-Vilaine,059,La Chapelle-des-Fougeretz,3181,980,30.81,2201,69.19,126,3.96,5.72,2075,65.23,94.28,2014,1
35,Ille-et-Vilaine,065,La Chapelle-Thouarault,1578,607,38.47,971,61.53,286,18.12,29.45,685,43.41,70.55,2014,1
35,Ille-et-Vilaine,066,Chartres-de-Bretagne,5788,2405,41.55,3383,58.45,204,3.52,6.03,3179,54.92,93.97,2014,1
35,Ille-et-Vilaine,076,Chavagne,3036,980,32.28,2056,67.72,64,2.11,3.11,1992,65.61,96.89,2014,1
35,Ille-et-Vilaine,079,Chevaigné,1548,601,38.82,947,61.18,255,16.47,26.93,692,44.7,73.07,2014,1
35,Ille-et-Vilaine,080,Cintré,1491,413,27.7,1078,72.3,55,3.69,5.1,1023,68.61,94.9,2014,1
35,Ille-et-Vilaine,088,Corps-Nuds,2260,658,29.12,1602,70.88,87,3.85,5.43,1515,67.04,94.57,2014,1
35,Ille-et-Vilaine,120,Gévezé,3406,1482,43.51,1924,56.49,265,7.78,13.77,1659,48.71,86.23,2014,1
35,Ille-et-Vilaine,131,L'Hermitage,2948,889,30.16,2059,69.84,64,2.17,3.11,1995,67.67,96.89,2014,1
35,Ille-et-Vilaine,139,Laillé,3604,1069,29.66,2535,70.34,109,3.02,4.3,2426,67.31,95.7,2014,1
35,Ille-et-Vilaine,189,Montgermont,2322,690,29.72,1632,70.28,51,2.2,3.13,1581,68.09,96.88,2014,1
35,Ille-et-Vilaine,196,Mordelles,5634,1830,32.48,3804,67.52,113,2.01,2.97,3691,65.51,97.03,2014,1
35,Ille-et-Vilaine,204,Nouvoitou,2251,791,35.14,1460,64.86,66,2.93,4.52,1394,61.93,95.48,2014,1
35,Ille-et-Vilaine,206,Noyal-Châtillon-sur-Seiche,4836,1532,31.68,3304,68.32,186,3.85,5.63,3118,64.47,94.37,2014,1
35,Ille-et-Vilaine,208,Orgères,2816,1212,43.04,1604,56.96,405,14.38,25.25,1199,42.58,74.75,2014,1
35,Ille-et-Vilaine,210,Pacé,7672,2491,32.47,5181,67.53,209,2.72,4.03,4972,64.81,95.97,2014,1
35,Ille-et-Vilaine,216,Parthenay-de-Bretagne,957,256,26.75,701,73.25,24,2.51,3.42,677,70.74,96.58,2014,1
35,Ille-et-Vilaine,238,Rennes,115494,54470,47.16,61024,52.84,1902,1.65,3.12,59122,51.19,96.88,2014,1
35,Ille-et-Vilaine,240,Le Rheu,5394,2710,50.24,2684,49.76,822,15.24,30.63,1862,34.52,69.37,2014,1
35,Ille-et-Vilaine,245,Romillé,2626,656,24.98,1970,75.02,64,2.44,3.25,1906,72.58,96.75,2014,1
35,Ille-et-Vilaine,250,Saint-Armel,1257,350,27.84,907,72.16,44,3.5,4.85,863,68.66,95.15,2014,1
35,Ille-et-Vilaine,266,Saint-Erblon,2025,570,28.15,1455,71.85,77,3.8,5.29,1378,68.05,94.71,2014,1
35,Ille-et-Vilaine,275,Saint-Gilles,2901,673,23.2,2228,76.8,111,3.83,4.98,2117,72.97,95.02,2014,1
35,Ille-et-Vilaine,278,Saint-Grégoire,7254,2459,33.9,4795,66.1,120,1.65,2.5,4675,64.45,97.5,2014,1
35,Ille-et-Vilaine,281,Saint-Jacques-de-la-Lande,6834,3093,45.26,3741,54.74,198,2.9,5.29,3543,51.84,94.71,2014,1
35,Ille-et-Vilaine,315,Saint-Sulpice-la-Forêt,1031,301,29.19,730,70.81,33,3.2,4.52,697,67.6,95.48,2014,1
