"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Rennes";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;32179,34262
"Chevaigné";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;142,90272
"Chavagne";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1356,36242
"Clayes";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;94,40245
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;193,60075
"Mordelles";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;830
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;230
"Langan";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;323,82178
"Langan";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;95,73861
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;263,47486
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;453,60003
"Pacé";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;763,64209
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;82,27468
"Pont-Péan";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;262,69828
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;73
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1418,69896
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;452,10562
"Saint-Grégoire";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;993,41196
"Rennes";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;10865,56227
"Rennes";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;22338,19042
"Chavagne";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2786,70117
"Cintré";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1496,68461
"Clayes";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;39,86197
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;103,46463
"Pacé";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1971,09778
"Gévezé";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;330,14192
"Langan";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;104,18614
"Pont-Péan";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1451,08874
"Romillé";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;405,5386
"Pacé";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;639,32961
"Saint-Grégoire";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;550,43552
"Le Verger";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;175,00006
"Clayes";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;110,13455
"Cintré";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;241,38258
"Clayes";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;262,23382
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2455,9121
"Orgères";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1087,60785
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;74
"Pacé";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1359,63588
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;518,13138
"Le Verger";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;494,99995
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2270,62122
"Chevaigné";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;120,9694
"Orgères";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;591,85659
"Orgères";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;495,75126
"Nouvoitou";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2113,17843
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;984,26981
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;59,52168
"Romillé";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;280,15416
"Le Rheu";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1349
"Le Rheu";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;464
"Le Rheu";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;590
"Montgermont";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1237,63422
"Pont-Péan";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;561,59126
"Saint-Grégoire";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;3452,97228
"Corps-Nuds";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;407,38841
"Chevaigné";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;175,85181
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;244,24437
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;5955,42464
"Saint-Grégoire";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;495,49539
"Saint-Grégoire";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;565,00307
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;296
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;462
"Romillé";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1313,54653
"Rennes";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;71791,19972
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1376,4635
"Mordelles";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;798
"Mordelles";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;944
"Nouvoitou";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;386,22863
"Gévezé";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;352,39466
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;147,34056
"Langan";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;104,18614
"Le Rheu";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;516
"Clayes";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;113,28531
"Nouvoitou";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;180,95346
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;448,75799
"Pacé";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;670,1558
"Le Rheu";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;2478
"Romillé";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;389,50945
"Pacé";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;3805,99649
"Saint-Gilles";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;583,4613
"Saint-Gilles";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;303,55118
"Gévezé";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1727,52637
"Mordelles";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;536
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;5706,25934
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;661
"Rennes";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;29341,05877
"Montgermont";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;937,49108
"Le Verger";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;85,00003
"Le Verger";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;87,00003
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;108
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;3281,53341
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;409
"Pont-Péan";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;257,54715
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;705
"Saint-Armel";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;249,16162
"Langan";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;135,1604
"Montgermont";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1118,88393
"Laillé";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;456,54896
"Gévezé";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1324,80728
"Pacé";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;793,17242
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;717,08189
"Pont-Péan";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;814,95755
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2933,10507
"Clayes";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;534,95812
"Chevaigné";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;590,73248
"Orgères";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;352,01222
"Orgères";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;609,93581
"Laillé";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;668,45167
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;60,49745
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;51,71556
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;606,23504
"Corps-Nuds";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1123,96757
"Gévezé";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;620,62095
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;222,14841
"Clayes";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;82,86682
"L'Hermitage";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;479,5708
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;871
"Montgermont";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;213,48913
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;4274,67643
"L'Hermitage";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;457,85196
"Laillé";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1770,42156
"L'Hermitage";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;262,99385
"L'Hermitage";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;370,55343
"Chevaigné";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;282,77216
"Chavagne";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;334,32098
"Vern-sur-Seiche";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2908,37437
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;46,83673
"Chavagne";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;427,33737
"Cintré";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;168,33054
"Montgermont";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2356,51815
"Pont-Péan";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;355,10752
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1437,53144
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;1758,78627
"Saint-Gilles";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;351,74901
"Orgères";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1598,0672
"Mordelles";"Commune";"15 ans ou plus";"Femme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;857
"Mordelles";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2581
"Cintré";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;259,65995
"Cintré";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;426,01734
"Chevaigné";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;261,70027
"Laillé";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;658,20464
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;4324
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;1333
"Saint-Armel";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;316,76609
"Thorigné-Fouillard";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1025,12026
"Saint-Grégoire";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;1046,86578
"Saint-Gilles";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;610,33363
"Saint-Gilles";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;780,18933
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;486,80123
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;108,5714
"Laillé";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;292,81083
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;498,52121
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;106,35842
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;268,33546
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;900
"Pacé";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1463,32822
"Mordelles";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;2786
"Noyal-Châtillon-sur-Seiche";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;761,70617
"Pont-Péan";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;459,85003
"Cintré";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;287,57432
"Gévezé";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;402,23135
"Corps-Nuds";"Commune";"15 ans ou plus";"Total";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;728,27829
"Corps-Nuds";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1146,65365
"Saint-Sulpice-la-Forêt";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;83
"Montgermont";"Commune";"15 ans ou plus";"Total";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;518,16318
"Saint-Jacques-de-la-Lande";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1861,16839
"Saint-Grégoire";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;1115,43859
"Laillé";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;365,39381
"Saint-Erblon";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;247,27156
"Saint-Gilles";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1678,51958
"Saint-Armel";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme ou BEPC, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2016;170,85183
"Saint-Armel";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;133,27464
"Saint-Armel";"Commune";"15 ans ou plus";"Homme";"Diplôme d'études supérieures";"Hors champ";"Population";"Annuel";"Normale";2016;204,43842
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;212,03603
"Vezin-le-Coquet";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;1821
"Miniac-sous-Bécherel";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;62,44898
"Orgères";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2016;483,22803
"Parthenay-de-Bretagne";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2016;522,66051
