"Géographie";"Niveau Géo";"Âge";"Sexe";"Diplôme";"Indicateur du lieu d’étude";"Mesure du recensement ";"Fréquence";"Statut de l'observation";Période;Valeur
"Seyssins";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;2438
"Seyssins";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;846
"Murianette";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;94,3876
"Herbeys";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;156,81371
"Herbeys";"Commune";"15 ans ou plus";"Femme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;33,17213
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;64
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Total";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;1
"Corenc";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;82,11541
"Claix";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;657,20355
"Champagnier";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;155
"Champagnier";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;14
"Bresson";"Commune";"15 ans ou plus";"Total";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;40
"Fontaine";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;1941,87748
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;50,93834
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;137
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;770
"Séchilienne";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;142
"Seyssinet-Pariset";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;627,99844
"Sassenage";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;721,32078
"Poisat";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;75,56188
"Murianette";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;26,34072
"Murianette";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;43,90121
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;58,00984
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;6,1063
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;52
"Gières";"Commune";"15 ans ou plus";"Homme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;529,02547
"Grenoble";"Commune";"15 ans ou plus";"Femme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;13608,6583
"Gières";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;955,31016
"Jarrie";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;687,40664
"Corenc";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;128,54166
"Montchaboud";"Commune";"15 ans ou plus";"Total";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;48
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;2
"Domène";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;401,15871
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Homme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;170
"Claix";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;461,31498
"Meylan";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;564,98313
"Murianette";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;98,77772
"Murianette";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;154,75176
"Murianette";"Commune";"15 ans ou plus";"Total";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;63,65675
"Gières";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;2068,55813
"Grenoble";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;103636,52567
"Grenoble";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;15305,86758
"Noyarey";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;117,38667
"Montchaboud";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;32
"Mont-Saint-Martin";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;3
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;8,80619
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Femme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;54
"Échirolles";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;1284,95745
"Domène";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;653,85394
"Échirolles";"Commune";"15 ans ou plus";"Total";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;6589,79589
"Eybens";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;3228,64982
"Échirolles";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;2919,75582
"Claix";"Commune";"15 ans ou plus";"Femme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;584,25228
"Champagnier";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;448
"Champagnier";"Commune";"15 ans ou plus";"Femme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;28
"Fontanil-Cornillon";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;1086,82164
"Miribel-Lanchâtre";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;123,27078
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;10,17717
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;45,79724
"Corenc";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;365,02982
"Noyarey";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;120,3489
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;20,91286
"Noyarey";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;188,22693
"Montchaboud";"Commune";"15 ans ou plus";"Total";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;21
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Homme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;14
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;271,03499
"Jarrie";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;256,40065
"Bresson";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;242
"Meylan";"Commune";"15 ans ou plus";"Femme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;2229,87156
"Meylan";"Commune";"15 ans ou plus";"Femme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;414,06121
"Le Gua";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;90,1615
"Gières";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;292,69958
"Eybens";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;129,72008
"Échirolles";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;689,84255
"Eybens";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;638,97345
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;731,46758
"Notre-Dame-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;40,6087
"Champagnier";"Commune";"15 ans ou plus";"Total";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;906
"Proveysieux";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;36,6378
"Montchaboud";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;5
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Homme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;94,91117
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;63,60027
"Saint-Paul-de-Varces";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;75
"Bresson";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;260
"Grenoble";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;8659,60851
"Gières";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;751,40512
"Gières";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;215,83894
"Le Sappey-en-Chartreuse";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;8,16464
"Meylan";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;4983,14106
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;576,01743
"Champagnier";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;37
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Femme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;128,92428
"Champ-sur-Drac";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;49,89972
"Saint-Georges-de-Commiers";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;97,53641
"Proveysieux";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;24,4252
"Fontaine";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;962,73791
"Échirolles";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;3894,78957
"Eybens";"Commune";"15 ans ou plus";"Homme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;542,6709
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Femme";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;56,75101
"Saint-Pierre-de-Mésage";"Commune";"15 ans ou plus";"Homme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;29,35397
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Homme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;428,21577
"Noyarey";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;48,74174
"Notre-Dame-de-Mésage";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;230,04149
"Noyarey";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;87,52647
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Homme";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;5
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Total";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;33
"Saint-Barthélemy-de-Séchilienne";"Commune";"15 ans ou plus";"Homme";"CEP (certificat d’études primaires)";"Hors champ";"Population";"Annuel";"Normale";2011;16
"Montchaboud";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;127
"Le Pont-de-Claix";"Commune";"15 ans ou plus";"Homme";"Enseignement supérieur de cycle court : BTS, DUT, Deug, Deust, diplôme de la santé ou du social de niveau bac+2, diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;397,58208
"Jarrie";"Commune";"15 ans ou plus";"Total";"BEPC, brevet élémentaire, brevet des collèges, DNB";"Hors champ";"Population";"Annuel";"Normale";2011;145,07941
"Le Gua";"Commune";"15 ans ou plus";"Homme";"Diplôme universitaire 2e ou 3e cycle";"Hors champ";"Population";"Annuel";"Normale";2011;94,2137
"Grenoble";"Commune";"15 ans ou plus";"Total";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;17330,10487
"Grenoble";"Commune";"15 ans ou plus";"Total";"Baccalauréat, brevet professionnel ou équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;15779,69006
"Brié-et-Angonnes";"Commune";"15 ans ou plus";"Femme";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;97
"Brié-et-Angonnes";"Commune";"15 ans ou plus";"Total";"Aucun diplôme";"Hors champ";"Population";"Annuel";"Normale";2011;205
"Seyssins";"Commune";"15 ans ou plus";"Total";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;986
"Saint-Martin-d'Hères";"Commune";"15 ans ou plus";"Femme";"CAP, BEP ou diplôme de niveau équivalent";"Hors champ";"Population";"Annuel";"Normale";2011;1845,42845
"Saint-Martin-le-Vinoux";"Commune";"15 ans ou plus";"Femme";"Total";"Hors champ";"Population";"Annuel";"Normale";2011;2028,05464
