CodGeo;Note;nbLsPls;nbLsMes;txVac;txVac3m;txRot;txLsCol;txLsInd;txLs1p;txLs2p;txLs3p;txLs4p;txLs5pp;txLsm30;txLs30a40;txLs40a60;txLs60a80;txLs80a100;txLs100a120;txLs120p;txLsAv49;txLs49a75;txLs76a88;txLs89a00;txLs01a13;txLsAp13;txLsPlai;txLsPlusAv77;txLsPlusAp77;txLsPls;txLsPli;moyLoy;q1Loy;medLoy;q3Loy
71014;0;2386;0;14,9;13,4;9,9;94,4;5,6;4,4;16,6;39,4;31,5;8,2;0,8;1,2;36,2;49,5;11,6;0,6;0;0,7;76,3;8,3;9,9;4,7;0;1;76,5;16,4;2,5;3,6;5,57;5,01;5,44;5,93
71040;0;572;0;10,6;8,7;10,5;82,1;17,9;2,2;16,5;38,5;30,1;12,7;0;1,9;18,5;51,1;26,3;2,1;0;3;23,4;60,1;5,6;8;0;0;51,3;44,7;2;2;5,87;5,17;5,66;6,51
71047;0;344;0;12,2;5,2;12,2;68,8;31,2;0;26,3;43,9;26;3,9;0;6,2;34,7;36,2;22,9;0;0;0;66,3;9,5;7,1;13,8;3,4;7,7;62,8;25,4;4;0;5,72;5,18;5,66;6,18
71073;0;646;0;1,7;0;11,8;87,8;12,2;2,2;18,5;44,3;27,3;7,8;0;1,7;35,8;42,1;20,3;0;0;5,9;44,2;18,5;29,7;1,7;0;5,2;50,7;42,4;1,7;0;5,68;5,01;5,58;6,32
71076;0;7587;0;3,4;2,2;10,9;97,1;2,9;6,1;17,4;38,1;30,5;7,8;2,7;4,3;23,6;52;14,9;2,1;0,4;4,7;62,8;14,6;7,3;6,4;4,2;2,2;68,4;21,6;5,2;2,6;5,82;5,22;5,62;6,31
71105;0;779;0;0;0;7,8;75,6;24,4;1,4;17,5;39,3;36,5;5,2;0;2,2;23,1;38,7;34,6;1,4;0;0;14,3;10,6;21,7;14,5;38,9;17,2;12,9;55,2;13,2;1,5;6,52;5,68;6,28;7,21
71118;0;469;0;4,8;5,2;11,3;74,7;25,3;0;14,4;39,2;39;7,3;0;2,4;12,4;44,2;35,3;5,7;0;2,4;0;30,4;43,8;13,6;9,8;11,7;12,6;70;3,3;2,4;6,21;5,57;6,27;6,71
71153;0;3859;0;13,8;11,8;10,1;84,9;15,1;8,7;20,2;40,2;26,5;4,5;4,9;6,9;35,4;38,5;12,9;1,5;0;12,8;63,6;9,2;5,3;5,6;3,5;1;68,5;21,7;4,2;4,6;5,95;5,44;5,9;6,33
71176;0;580;0;15,3;14,4;12,4;89,4;10,6;2;16,4;38,9;36,5;6,1;0;2,4;28,8;48,1;20,7;0;0;0;81,3;13;5,7;0;0;1,9;85,4;12,7;0;0;5,11;4,38;5,05;5,8
71230;0;588;0;15,5;13;9,4;78,9;21,1;2,6;19,1;37,4;35,8;5,1;0;4,7;24,4;56,1;14,8;0;0;0;78;10,9;9;2;0;7,3;68;19,8;0;4,8;4,88;3,83;5,05;5,89
71263;0;364;0;5;0;10,3;69,7;30,3;3,8;11,8;37,3;37,3;9,9;0;4,9;28;37,4;29,7;0;0;0;58,4;35,7;3;3;0;4,9;67,3;27,7;0;0;5,76;5,14;5,48;6,33
71270;0;6621;0;1,5;0,8;7,5;94,1;5,9;4,2;18,8;36,7;32,4;7,9;1,1;4;33,1;44,5;15;2,1;0,2;3,7;60,8;16,3;4,5;7,5;7,2;2,8;62,3;27,4;4,7;2,7;5,66;5,1;5,49;6,09
71306;0;3848;13;9,9;7,7;10,4;76,9;23,1;3,1;18,1;46,8;26,4;5,6;0;4,2;24,8;52,3;17,1;1,2;0,3;16;58,4;16,9;1,3;6,8;0,6;2,2;74,6;19,3;0;4;5,5;4,99;5,51;5,91
71310;0;915;0;12;8,8;10,3;75,8;24,2;3,6;16,5;40,8;30,2;9;0;4;36,8;40,1;16,4;2,7;0;9,5;51,2;36,2;1,4;1,6;0;1,4;66,3;31,1;0;1,2;5,88;5,36;5,69;6,34
71342;0;999;0;4,9;1,7;14,2;90,2;9,8;10,1;16,4;38,7;29,2;5,6;1,4;9,3;32,4;40,9;13,8;1,1;1,2;4,9;67,5;10,8;7,7;9;0;1,1;73,1;21,3;4,6;0;5,72;5,15;5,71;6,21
71445;0;499;0;0;0;8,2;53,6;46,4;6,2;12,4;33,8;44,1;3,5;2,6;8,3;9,1;38,3;41,7;0;0;3,7;0;12,4;35,3;42,1;6,6;12,5;0;71,3;13,6;2,7;6,36;5,97;6,36;6,62
71475;0;482;0;3,9;2,3;8,1;69;31;3,2;12;32,3;43,5;9;0;0;11,1;35,5;44,8;5,8;2,8;5,2;9,1;30,4;28,6;24,4;2,2;5,4;3,1;75,3;12,4;3,7;6,37;5,75;6,34;6,9
71486;0;751;11;14,9;11,9;14,6;56,5;43,5;1,7;12,8;45,9;27,3;12,3;0;1,8;29;43;17,8;8,5;0;38,6;29,8;22,7;0;5,7;3,3;3,3;57,1;27,6;2,7;9,2;5,15;4,43;5,15;5,89
71499;0;550;0;9,8;10,5;11,9;46,8;53,2;1,9;16,5;41,8;34,3;5,4;0;2;24,1;39,9;31,8;2,3;0;31;44;17,4;4,8;2,8;0;3,6;56,8;29,9;0;9,7;5,69;5;5,67;6,39
71543;0;539;0;5,6;2,3;12,6;87,8;12,2;3;15,6;39,6;33,8;8;0;4,1;24,3;49,8;19,7;2;0;6,9;55,5;11,7;23,2;2,8;0;4,7;55;38,3;2,1;0;5,78;5,11;5,87;6,46
72003;0;2187;46;2,3;0,8;9,2;92,9;7,1;1,9;12,2;49;28,8;8,1;1;1,5;18,8;51,3;24,8;1,7;0,8;0;80,1;2;1,7;6,9;9,3;4,5;80,1;15,4;0;0;5,07;4,49;4,88;5,47
72008;0;380;0;3,1;3,4;11,3;54,4;45,6;0;16,8;47,1;29,2;6,9;0;3,5;17,1;47,6;28,5;3,3;0;0;19,6;24,6;18,5;3,6;33,7;15,9;22,5;61,6;0;0;6,2;5,46;6,26;6,78
72058;0;321;48;0;0;9,9;36,2;63,8;3,1;30,4;38,6;23,9;4;0;0;33,5;46;20,4;0;0;0;0;31;7,3;22,7;39;22,3;0;77,7;0;0;6,51;6,06;6,45;6,84
72071;0;471;0;0;2,3;10,8;55;45;2,4;9,8;52,3;31,2;4,3;2,4;0;19,5;56,9;18,9;2,2;0;0;71,5;18,5;2,6;4,3;3;2,9;84,1;13;0;0;4,81;4,36;4,68;5,06
72095;0;1582;0;3,1;2,5;9,9;99;1;4,6;15,4;39,4;33,2;7,4;2,3;2;16,2;50,3;25,2;4;0;0;94,5;2,1;0,8;0;2,5;0,7;93,9;5,4;0;0;5,32;5,01;5,18;5,46
72124;0;203;0;0;0;13,6;48,8;51,2;0;23,7;49,3;21,8;5,2;0;0;24;57,7;18,3;0;0;0;17,6;32,2;5,4;0;44,9;13;37,7;49,3;0;0;5,56;4,58;5,8;6,32
72132;0;957;0;1,2;1,2;7,2;95,1;4,9;4,2;17,1;56,2;18,7;3,9;0;4,8;31,1;50,3;13,9;0;0;0;70,5;12,2;7,3;2,4;7,5;2,5;82,5;13,9;0;1,1;5,11;4,79;5,13;5,49
72154;0;1612;0;0;0,7;9,2;81,2;18,8;1;19,8;47,4;24,6;7,2;0;0,7;17,8;55,7;22,5;2,5;0,9;0;51,5;28,1;10,9;5,1;4,4;3,8;73,1;23;0;0;4,83;4,13;4,82;5,62
72176;0;241;0;0;0;12,2;40,4;59,6;4,6;7,9;53,3;29,2;5;0;0;11,9;71,1;12,3;4,7;0;0;34,8;53,3;11,9;0;0;0;62,1;37,9;0;0;5;4,44;4,65;5,56
72180;0;506;0;0;0;7,5;42,4;57,6;0;8,9;54,9;29,8;6,3;0;2,3;12,6;67,2;17,8;0;0;0;75,6;11,3;8,6;2,1;2,4;3;84,6;12,4;0;0;4,91;4,51;4,8;5,18
72181;0;20854;182;1,3;0,4;9;91,1;8,9;5,9;23,1;39;25;7;2,5;3,9;28,8;44,6;17,3;2,6;0,3;1,5;48,3;22,3;12,1;9,7;6,2;4,1;53,8;39,5;0,7;1,8;5,87;5,15;5,84;6,55
72213;0;414;0;0;0;7,7;43,6;56,4;0;16,9;48,2;29,5;5,3;0;0;16,2;52;31,9;0;0;0;0;47,3;0;10,2;42,5;20,5;9,5;70;0;0;6,23;5,86;6,31;6,56
72264;0;2095;0;2,1;1,2;9,9;86;14;4,7;18,4;46,9;24,1;5,9;0,5;4,2;23,7;48,4;20,4;2,8;0;0;49,4;29,5;13,2;4,3;3,6;2,5;66,8;28,3;0;2,5;5,07;4,39;4,96;5,6
73008;0;2742;92;0,7;0,4;7,3;96,5;3,5;4,5;22,9;41,7;25,2;5,7;0,9;4,2;31,6;44,6;16,9;1,3;0,4;2,1;31,7;8,9;14;19,1;24,2;10,6;27,7;47,6;12,7;1,4;6,66;5,76;6,34;7,1
73011;0;2757;0;5,1;3,1;10,8;96;4;4,6;20,9;40,4;26,4;7,6;1,3;4,7;26,3;48,3;16,3;3,1;0;5,2;35,5;17,7;19,2;14,2;8,2;3,3;45,5;44,8;5,9;0,6;6,51;5,71;6,4;7,12
73054;0;820;0;0;0;10;100;0;11,7;15,2;37,9;28,3;6,9;2,9;8;18;49,4;20,2;1,5;0;2,6;25,8;46;12,9;5,6;7,1;3,7;42,6;42,9;7,1;3,8;6,64;5,51;6,2;7,53
73065;0;8645;28;1,1;0,2;6,5;99,2;0,8;12,2;20,6;33,3;26,9;7;5,4;8,5;28,2;40,9;12,4;3,5;1;4,6;51,6;10,7;14,9;12,1;6;6,9;51,4;35,5;4;2,2;6,25;5,28;6,08;7,04
73087;0;766;19;3,8;1,8;5,8;92,1;7,9;3,3;22,3;34;32,3;8,2;0;4,1;23,4;49,9;22,7;0;0;9,5;47,7;8,4;13;3,4;17,9;4,8;51,5;42,2;1,5;0;6,52;5,66;6,47;7,43
73179;0;830;29;1,5;2,2;8,9;96,7;3,3;10,7;24,5;33;24,2;7,6;5,9;7,1;23,9;47,5;14,1;1,4;0;6,7;10,4;29,8;23,3;21,8;8;9,7;25;59;3,7;2,5;7,26;5,98;7,06;8,1
73213;0;915;0;0;0;4,9;96,2;3,8;5;23;40,7;25,8;5,5;0;4,9;23,6;49,1;19,5;1,6;1,3;0;13,9;28,2;15,3;13,5;29,1;9,4;40,8;42,4;6,2;1,2;6,86;5,61;6,74;7,66
73222;0;463;0;0;0;5,5;100;0;5,5;33;35,5;23,8;2,3;0;5,1;35,2;41,3;15,5;0;3;2,8;0;9,3;18,8;11,2;58;17,8;5,1;73,8;3,3;0;7,29;6,78;7,22;7,68
73248;0;1081;0;2,5;1,2;9,8;99;1;2,5;16,3;45,2;29,6;6,3;0;1,7;27,1;52,2;18;1,1;0;1,4;52,3;32,9;7,3;4,9;1,3;1,1;55,1;39,2;0;4,6;5,81;5,07;5,7;6,68
73303;0;1377;0;1,5;0;8,9;89,3;10,7;2,3;20,8;41,9;31,7;3,3;0,8;3,4;30,7;52,3;11,1;1,6;0;14,4;57,9;10;11,7;3,6;2,5;4;64;29,6;2,5;0;5,32;4,65;5,24;6,02
74008;0;576;59;0;0;5,7;100;0;5,4;24,9;39,1;26,4;4,2;0;5;23,2;50,3;19,6;2;0;1,9;5,4;13,1;17,5;19,3;42,9;17,4;13;57,3;5,6;6,8;7,5;6,54;7,25;7,9
74010;0;13186;182;0,8;0,1;6,7;99,6;0,4;12,2;22,8;34,4;24,2;6,4;6,9;5,5;25,5;41,6;18,5;1,8;0,2;0,7;28,9;11,8;17,6;17,3;23,7;8,5;30,7;46;10,7;4,1;7,17;6,22;7,03;7,78
74012;0;4509;70;1,6;0,6;5,1;99,4;0,6;4,8;20,5;40,8;27,5;6,5;1,4;3,4;26,5;48,6;18;1,9;0,2;0,8;27,3;17,5;11,4;27,8;15,2;7,9;37,2;40;12,7;2,2;6,9;6,01;6,81;7,5
74042;0;1315;51;2,4;0;6,3;97,7;2,3;2;20,7;34,3;36;7,1;0;1;22,6;55;19,3;2,1;0;0;36,7;6,8;22,9;13,6;19,9;11,6;37,2;38,5;8,8;3,9;6,57;6,01;6,42;7,04
74056;0;736;11;0;0;5;97,3;2,7;2;23,1;40,6;28;6,2;0;2,6;31,1;49;15,6;1,8;0;0;52,9;7,1;8;19,8;12,2;6,2;52,2;33,6;8,1;0;6,51;5,92;6,66;7,26
74081;0;1759;48;4,3;1,3;6,4;99,4;0,6;2,5;21,7;43,2;29,5;3,1;0;2,7;32,4;54,2;10;0,7;0;0;60,9;7,3;16,4;3,8;11,5;5,2;54,6;29,2;4,4;6,5;6,33;5,74;6,14;6,75
74119;0;1153;12;2,7;0;7,4;97,6;2,4;4,2;23,4;34,7;31,8;5,9;2,1;3,2;27,5;52,7;14,6;0;0;0;28,3;27,1;11,2;13,5;19,9;4,3;35,6;45,6;13,5;1;6,78;5,52;6,46;7,54
74123;0;782;0;1,5;0;10,5;95,2;4,8;2,8;11,6;34,6;37,4;13,6;2,3;1,6;19,9;55;19,4;1,8;0;0;53,7;35,2;5,6;2,6;2,9;1,4;89,3;9,2;0;0;5,61;5,18;5,42;5,83
