CodGeo;Note;nbLsPls;nbLsMes;txVac;txVac3m;txRot;txLsCol;txLsInd;txLs1p;txLs2p;txLs3p;txLs4p;txLs5pp;txLsm30;txLs30a40;txLs40a60;txLs60a80;txLs80a100;txLs100a120;txLs120p;txLsAv49;txLs49a75;txLs76a88;txLs89a00;txLs01a13;txLsAp13;txLsPlai;txLsPlusAv77;txLsPlusAp77;txLsPls;txLsPli;moyLoy;q1Loy;medLoy;q3Loy
30189;0;15546;26;4,2;3,1;6,3;93,5;6,5;4,8;17,9;38;32,9;6,4;2,8;3;23;45,2;23;2,4;0,5;3,3;39,6;19,4;18,4;12,7;6,5;8,9;36,7;48,3;4,3;1,7;6,25;5,28;6,18;7,2
30202;0;756;50;1,5;1,5;7,8;80,6;19,4;4,6;17,3;31,3;37,5;9,3;0;5;22,9;42,6;25,3;4,3;0;5,6;19,1;24,5;18,4;8,3;24,1;17,4;32,7;48,2;0;1,7;5,71;4,66;5,79;6,49
30217;0;293;0;0;4,3;7,9;63,9;36,1;3,5;21,2;38,9;29,3;7,1;0;0;18,8;48,7;32,6;0;0;0;0;0;29,4;28,7;42;16;0;77,8;6,2;0;6,72;6,24;6,52;7,22
30221;0;264;57;0;0;8,7;82,4;17,6;3,9;21,9;40,9;26,9;6,5;5,1;4,4;24,7;39,3;22,4;4,1;0;8,4;34,8;16,4;0;0;40,4;16,1;24,8;49,3;0;9,9;6,04;5,49;6,06;6,53
30243;0;360;0;3;3,5;11,8;47,6;52,4;0;14,7;36,8;42,7;5,8;0;0;13,8;46,3;39,9;0;0;0;0;22,2;8,3;32,1;37,4;19,9;0;76,7;0;3,4;6,61;6,3;6,45;7
30258;0;870;0;0;0;6,4;86,1;13,9;0;11,6;38,9;40,7;8,9;0;0;15,7;57,2;23,6;3,4;0;1,4;46;21;0;18,7;12,9;9,3;51,7;34,9;0;4;5,42;4,74;5,23;6,09
30284;0;402;0;3,9;3,1;7;78,9;21,1;0;13,6;45,4;37,1;3,9;0;0;14,6;54,7;30,7;0;0;14;0;40;5,2;8,8;31,9;12,1;19,7;53,6;0;14,6;5,9;5,34;6,08;6,66
30294;0;145;0;7,5;0;14,3;15,3;;0;10,6;45,1;44,4;0;0;0;11,5;46,9;41,5;0;0;0;0;0;0;40,1;59,9;24,1;0;;0;0;6,43;6,17;6,48;6,69
30334;0;600;0;0;0;5;96,9;3,1;1,9;12,5;31,6;33,7;20,4;0;3,9;17,1;50,4;24,6;1,8;2,3;0;47,8;13,7;12,5;11,1;15;6,7;57,8;28,1;7,4;0;5,7;4,89;5,35;6,26
30341;0;1029;0;1,1;0;7,1;96;4;2,7;7,7;32,8;39,6;17,2;0;1,3;10,3;54,3;31,7;2,4;0;0;49,8;37,9;5;5,2;2,1;1,9;48;50,2;0;0;5,8;5,13;5,64;6,31
30350;0;345;0;3,8;0;17,5;93,7;6,3;6,2;22;30,7;32,5;8,7;7,8;3,4;17,6;48,5;18,5;4,2;0;15,4;24,9;59,7;0;0;0;3,6;50,3;36,3;9,8;0;5,36;4,66;5,28;5,92
30351;0;722;46;0;0;9,1;91,3;8,7;2,6;26,3;42,8;26,3;1,9;1,5;1,9;29,6;51,5;15,5;0;0;2,9;5,7;10,5;13,9;9,1;57,8;22;3,9;54,4;18;1,8;7,62;6,69;7,22;8,47
31022;0;760;22;1,7;0;7,5;77,9;22,1;0;26;41,4;28,1;4,5;0;1,4;29;41,1;26,1;2,3;0;1,5;0;9;26,1;19,4;44;19,9;3,1;66,9;6,4;3,7;7,24;6,63;7,23;7,69
31033;0;461;53;3;3,3;8,2;57,7;42,3;0;9,7;37;46;7,2;0;0;24,3;37,8;35,4;2,5;0;0;24,1;0;2,3;24,3;49,4;11,8;22,7;61,8;0;3,6;6,11;5,76;6,23;6,54
31044;0;1227;106;1,2;0;8,9;84,2;15,8;1,2;19,6;35,3;32,6;11,3;0,9;1,1;19,6;51,6;24,5;2,3;0;0;30,3;0;6,7;25,8;37,2;15,8;30;41,1;11,4;1,7;6,72;5,39;6,78;7,47
31056;0;793;26;2,1;1,4;9,3;88;12;1,4;17,6;42,7;28,4;10;0;1,8;20,8;54,7;22,7;0;0;0;17,8;5,2;0;20,5;56,6;19,4;17,6;53;10;0;6,74;6,08;6,81;7,34
31069;0;2457;11;5,6;4,7;9;96,3;3,7;7,3;23,3;36,2;27;6,3;4,8;2,8;24,1;49,8;17,1;1,4;0;0;19,7;24,5;19,5;24,8;11,6;10,3;28,2;55;6,5;0;6,95;5,84;6,99;7,74
31113;0;1514;16;2,3;1,4;8,5;94;6;4,1;22,6;48,5;21,4;3,4;2,3;1,2;23,9;52,5;15,9;3,1;1,2;1,5;1,3;14,4;28,2;23,4;31,2;20,5;4,1;69;6,3;0;6,99;6,51;6,97;7,36
31116;0;795;0;1,7;1,4;9,1;76,3;23,7;2,8;23;38,4;29,8;6;1,4;1,4;29,6;47,4;20,3;0;0;0;12,8;3,3;22,3;15,5;46,2;21;8,2;56,8;10,7;3,3;7,03;6,36;6,97;7,58
31149;0;4453;102;0,6;0,3;7,6;90;10;3,3;19,1;45,6;23;8,9;0,3;2,7;18,1;56,8;19,1;2,6;0,2;0;41,5;19,2;9,3;20,5;9,7;5,8;48,7;40,8;3,4;1,1;5,95;4,93;5,92;6,95
31157;0;1681;102;2;0,8;8;87;13;1,4;17,8;46,5;27,7;6,7;0;2;19,7;53,2;23,2;1,9;0;0;23,3;8,2;8,8;18,7;41;21,4;20,7;54,2;2,9;0,8;6,65;5,98;6,73;7,27
31169;0;534;0;0;0;8,9;82,1;17,9;0;25,8;37,5;28,1;8,6;0;2;26,7;49,1;20;2,2;0;0;11,8;5,1;16;36,1;31;18,9;14,8;55,2;3,9;7,3;6,91;6,33;6,87;7,43
31187;0;777;27;1,8;0;6,3;47,8;52,2;1,4;17,2;41,4;34,1;6;0;1,4;18,9;51,2;26,6;1,8;0;1,4;1,4;0;13,5;52,4;31,3;20;0;76,9;3,1;0;6,47;6,1;6,36;6,7
31203;0;572;0;0;0;7,9;83,1;16,9;2,6;27,7;43,1;19,7;6,9;2,6;0;31,1;43,5;19,2;3,5;0;0;0;3,9;22;42,5;31,6;13,6;0;83;3,4;0;7,02;6,65;6,94;7,31
31232;0;449;0;2,5;0;7,4;54,2;45,8;3,5;14,3;40,8;34,6;6,8;0;2,7;19,9;43,2;28,7;5,4;0;2,7;6,3;7,9;7;36,1;40;19,6;11,6;63,8;5;0;6,11;5,73;6,27;6,55
31282;0;672;0;0;1,7;6,3;77,8;22,2;1,6;19,6;41,7;30,9;6,2;0;0;26,1;49,3;24,6;0;0;0;0;8,6;24;32,2;35,2;24,1;0;71,1;4,8;0;7;6,5;7,01;7,44
31291;0;641;16;3;3,1;10,2;73,4;26,6;0;17,5;46,8;30,2;5,4;0;1,7;21,2;55,4;21,7;0;0;1,7;12,3;4,9;12,4;37,6;31,1;13,6;9,2;54,5;22,7;0;6,91;6,29;6,94;7,43
31395;0;2573;181;10,2;8,6;8,8;86,8;13,2;2,8;13,2;31,2;42,5;10,3;0,5;2,4;18,2;53,8;21,6;2,9;0,7;1,1;38,7;8,6;3,4;33,2;14,9;7,8;40,3;39,8;7,8;4,3;6,47;5,29;6,63;7,34
31417;0;439;65;0;0;11,1;66,4;33,6;0;20,4;46,6;27,1;6;0;0;22,2;55;19,9;2,9;0;0;12,9;0;13,3;27,1;46,7;23,8;0;65,9;4,7;5,6;6,99;6,5;6,88;7,34
31424;0;1522;0;0,9;0,7;9,4;72,8;27,2;1,2;25,6;41,4;26,1;5,7;0;1,1;29,3;45,9;20,9;2,8;0;0;2,7;5,1;14;38,3;39,8;15,2;0;75,9;8,9;0;7,22;6,76;7,13;7,59
31433;0;698;23;2,7;2,8;3,7;30,8;69,2;1,6;12,9;36,3;39,1;10,2;0;0;10,4;47,9;38,8;2,9;0;0;7,7;24,2;47,4;10,3;10,3;8,4;6,9;74,5;10,2;0;6,97;6,34;7,13;7,54
31446;0;1609;27;0,8;0,8;9,3;96,3;3,7;10,6;20,9;37,7;21,6;9,2;7,6;3,1;21,9;43,1;21;3,3;0;0;9,6;19,9;13,2;37,8;19,5;13,5;9,6;52,5;20,3;4,1;7,4;6,64;7,26;8,01
31451;0;438;39;3,5;3;7;53,7;46,3;0;16,6;29,7;40,7;13;0;0;16,5;49,3;34,2;0;0;2,5;32;0;6,4;32;27;11;26,8;59;0;3,3;5,99;5,46;6,08;6,41
31467;0;644;13;3,2;1,7;13;66,6;33,4;2,2;25,6;39;29,2;4;0;3,6;26,4;41,4;19,8;6,9;1,9;0;15,7;19,6;9;1,7;54;23,4;11,1;65,5;0;0;6,62;5,97;6,66;7,24
31483;0;573;0;0;0;7,4;49,2;50,8;2,5;9,3;36,7;38,2;13,3;2,3;0;11,5;53,4;29,9;3;0;3,1;9,4;23,5;11,7;52,3;0;8;19,2;67,5;2,1;3,1;6;5,5;6,25;6,36
31488;0;812;0;0;1,3;11,3;78,7;21,3;2,3;31;43,2;20;3,5;0;4,9;29,6;46,7;17;1,7;0;0;0;0;30,9;34,9;34,2;19,9;0;61,4;18,7;0;7,67;6,98;7,57;8,3
31499;0;584;28;2,3;0;10,1;52,3;47,7;0;18,9;36,5;39,1;5,5;0;2,8;24,1;41,4;31,7;0;0;0;19,8;1,9;2,5;28,8;47;17;16;64,2;2,8;0;6,32;5,87;6,32;6,74
31506;0;1207;47;1;0,9;8;82,9;17,1;3;27,2;38,9;23,4;7,5;2,2;3,1;29,7;42,2;21,3;1,7;0;0;0;4,9;16,4;14,3;64,4;22,3;0;69;5,9;2,8;7,19;6,65;7,12;7,68
31526;0;449;0;0;0;8,5;75,6;24,4;0;22;38,7;29,4;9,9;0;0;21,5;41,1;33,6;3,8;0;0;0;0;5,3;42,2;52,4;19,4;0;75,6;5;0;6,95;6,65;6,84;7,17
31547;0;598;58;2;0;9,8;59,9;40,1;1,8;24,5;39,9;28,1;5,7;0;1,9;32,5;35,9;27,9;1,9;0;1,9;3,4;3,5;4,9;13,1;73,2;25,6;0;69,2;5,2;0;7,02;6,47;6,93;7,39
31555;0;52531;1686;2,5;1,3;9,8;95,7;4,3;19,5;20,6;32,9;20,5;6,5;16,7;4,7;27,2;35,4;14;1,5;0,6;2,8;30;8,6;12,8;22,7;23,1;9,5;31,7;35,8;18,2;4,9;7,05;5,81;6,85;7,58
31557;0;2317;0;1,8;0;8,7;88,2;11,8;4,5;29;41;19,5;6;2,5;3,8;29,2;44,6;16,7;2,7;0,5;0;5,2;18,5;12;19,3;45,1;18,6;6,3;64,9;9,6;0,5;7,15;6,54;7,07;7,61
31561;0;640;63;1,7;0;8,4;87,8;12,2;2;34,5;46,8;14,9;1,7;1,7;3,3;35,6;41,4;14,5;1,7;1,9;0;0;0;7,4;14,3;78,3;24,9;0;60,5;14,7;0;7,58;6,74;7,44;7,96
31588;0;919;97;1,6;0;9;78,6;21,4;1,2;26,9;40,3;27,1;4,5;0;3,9;27,8;46;20,5;1,7;0;1,2;2;0;14,4;19,6;62,9;25;0;67,9;7,1;0;7,19;6,68;7,09;7,67
32013;0;2071;18;1,3;0;9,5;86,2;13,8;6,7;18,1;35,6;31,8;7,8;4,2;3,6;21,5;53;16,7;0,5;0,5;3,2;51,2;9;10,1;16,9;9,6;21,1;49,8;27,4;1,8;0;5,5;4,7;5,28;6,14
32107;0;381;0;0;0;3,3;33,5;66,5;0;14,5;33;41,1;11,4;4,2;0;17,5;48,6;29,8;0;0;4,5;48,2;19,1;13,1;15,2;0;20,9;51,5;24,7;2,8;0;5,12;4,46;5,07;5,67
32132;0;260;0;0;4,1;8,4;73,1;26,9;5,5;16,1;41,3;37;0;3,9;0;18;52,3;21,6;0;4,2;0;18,1;26,5;11,2;20,1;24,1;26,2;36,5;37,3;0;0;5,46;4,25;5,68;6,48
32160;0;412;0;0;0;9,2;55;45;4;16,6;36,2;35,5;7,7;3,9;0;16,1;47,5;28,2;4,3;0;0;15,3;2,5;7,9;25;49,3;22,8;14,8;56,7;5,7;0;5,96;5,52;6,06;6,24
33003;0;1572;0;0,8;0;7;66,9;33,1;0;20,5;39,4;32,2;7,9;0;0;22,5;51,1;23,9;2,6;0;0;14,4;4,7;6,6;33,6;40,7;18,1;2,3;67,8;0;11,7;6,71;6,27;6,67;7,15
33005;0;305;27;0;0;7,1;52,9;47,1;3,4;20,2;39,9;32,5;4;0;3,4;20,1;47,9;25,3;3,4;0;0;10,9;13,5;9,2;23,1;43,2;10,5;15,6;60,9;12,9;0;6,49;5,92;6,43;6,96
33009;0;994;157;1,1;0;5,6;93,3;6,7;4,1;28,8;43;21,6;2,6;1,1;3,9;34,1;46,7;14,1;0;0;0;14,4;5,9;11,4;24,6;43,7;11,3;13,9;64,3;10,5;0;6,76;6,15;6,5;6,93
33013;0;899;0;1,3;0;6,9;61,4;38,6;1,2;18,8;42,6;32;5,4;0;1,2;20,2;46,2;29,1;3,3;0;0;0;0;3,9;78;18,1;13,4;0;64;22,7;0;7,06;6,46;6,8;7,26
33032;0;1102;0;1,2;0;6,6;66,3;33,7;0;17,6;37,8;33,7;10,9;0;0;16,1;54,1;26,5;3,3;0;0;41;2,9;15,9;29,2;10,9;7,1;36,7;44,7;11,4;0;6,48;5,44;6,53;7,1
33039;0;4077;16;1,7;0,4;7,3;89,8;10,2;1,7;24,1;42;27,1;5;1,2;0,5;26,3;51,2;18,6;1,8;0,4;0,3;32;20,4;7;17,4;22,8;6,6;34,6;44,1;12,4;2,3;6,87;5,76;6,66;7,56
33051;0;410;0;2,6;0;4,6;39,9;60,1;0;13,1;50;33,9;3;0;0;15,1;63;19,3;2,7;0;0;0;20,4;20,7;44,1;14,8;12,4;11,7;66,1;9,8;0;6,32;5,8;6,2;6,96
33056;0;2069;0;9;4,7;6,1;86,5;13,5;6,2;28,5;36,7;24,2;4,4;9,4;3,3;22,6;45,9;17,2;1,5;0;0,6;16,8;26,3;21;11,3;24;10,7;27;59,5;2,2;0,7;6,73;5,91;6,81;7,33
33063;0;23080;510;1,2;0,3;7,1;93,7;6,3;11,5;21,3;37;23,9;6,3;8,1;4,2;24,6;42,2;17,6;2,5;0,7;6;32,7;8,3;14,1;15,3;23,5;7,5;33,5;41,3;15,2;2,6;6,89;5,87;6,82;7,56
33069;0;2224;0;0,8;0;6,3;96,9;3,1;4,2;21,8;44;25,4;4,6;0,7;3;22,3;56,6;16;1,3;0;0,5;25,2;41,7;9,7;7,3;15,6;4,9;37,3;46,4;11,4;0;6,91;5,9;6,85;7,44
33075;0;2118;28;2,6;0;6,3;86,5;13,5;3,6;26,6;48,3;19;2,5;0,5;2,3;27,5;54,4;14,2;1,1;0;0;3,3;25,2;14,8;23,8;33;19,7;2,9;71,3;4,5;1,7;7,11;6,65;7,04;7,55
33090;0;495;0;0;0;8,6;74,1;25,9;0;28,7;45,6;23,4;2,3;0;0;21,8;53,5;24,7;0;0;0;0;26,4;0;22,5;51,1;19,9;0;76,7;3,4;0;6,44;6,1;6,6;6,95
33096;0;800;13;1,4;0;4,9;83,9;16,1;0;24,2;42,5;31,5;1,9;0;1,4;25;45,9;27,8;0;0;0;1,4;42,8;4,2;14,3;37,4;9,7;14,8;69,6;5,9;0;6,97;6,42;6,88;7,18
33119;0;4131;25;1,2;0,3;6;94,5;5,5;2,7;13,4;36,3;35,7;11,9;0;4,2;15,6;58,4;17,8;3,2;0,8;0;68,2;4,8;2,5;13,5;11,1;3,9;71,5;18,8;4,1;1,7;5,92;5,08;5,6;6,58
33122;0;1163;113;1;0;5,4;26,8;73,2;1,5;24,2;40,8;29,6;4;0;1,1;24,2;42,3;30,8;1,6;0;0;0;15,4;12,7;34,8;37,1;17,3;4,4;75,4;2,9;0;6,76;6,36;6,81;7,06
33138;0;438;34;3;0;5,6;51,6;48,4;2,5;19,2;40,6;35,2;2,5;0;0;28,4;45,3;26,3;0;0;5;22;20,7;15,9;13,8;22,6;10,7;29,9;55,5;3,9;0;5,81;4,77;5,8;6,58
33162;0;2830;53;0;0;5,8;88,2;11,8;0,6;20,2;42,8;32;4,5;0,4;1,1;21,8;56,9;18,4;1,3;0;0;22;24,1;11;22,9;20;9,2;36,3;52;2;0,5;6,52;5,66;6,58;7,2
33167;0;3005;0;1,2;0;5,3;86,3;13,7;2,4;15,3;40,7;33,4;8,2;0;3,8;15,1;48,1;28,9;3,6;0,5;0;43,5;21;3,4;29,3;2,8;2;55,2;30,7;11,8;0,4;6,28;5,31;5,88;6,97
33192;0;2710;23;0,9;0;8,1;88,5;11,5;19,6;15,6;35,2;24,1;5,5;14,3;6,4;17,8;42,3;17,9;1,4;0;0;46,2;9,7;11,7;19,6;12,7;8,1;34,8;40,8;15,6;0,7;7,18;6,06;7,2;7,88
33199;0;1193;36;1;0;6,5;74,5;25,5;3,8;32,3;41,6;20,5;1,8;1,6;3,9;31,7;42,2;19,1;1,6;0;1,7;0;2,6;9,8;28,8;57,2;23,1;2,9;63,8;9,3;0,9;6,49;6,02;6,39;6,76
33200;0;1155;0;0;0;5,8;74,2;25,8;1,4;24,5;38;32,7;3,4;0;2,8;25,3;45,7;24,9;1,3;0;0;30,4;5;10,3;32,3;22;9,1;30,4;52,5;7,1;0,9;6,36;5,25;6,53;7,03
33227;0;599;0;2,1;0;6,4;83,7;16,3;4,4;16,6;42,6;30,3;6,1;0;2,9;19,2;58;18;2;0;0;26,4;37;14,2;7,9;14,5;6,3;54,5;32,8;0;6,5;5,85;5,12;5,76;6,35
33236;0;279;0;0;0;0;29,5;70,5;0;21,7;31,8;40,9;5,6;0;0;21;39,9;39,1;0;0;0;23,5;0;17,3;40,8;18,4;13,5;14,6;56,2;11,7;3,9;6,47;6,04;6,3;6,79
33238;0;722;11;0;0;7,8;62,2;37,8;2,4;22,8;38;32,1;4,7;1,9;1,5;24,8;48,4;23,5;0;0;0;6;21,1;10,5;25,8;36,6;13;6,1;71;6;3,9;7,12;6,58;6,88;7,53
33243;0;2255;135;0,6;0;6;80,1;19,9;5,7;17,8;39,6;30,1;6,7;2,5;3,8;17,9;52,2;21,7;2;0;1,6;29,1;16,1;25,1;20,5;7,6;6,6;34,4;52,2;1,5;5,2;6,02;5,29;6,13;6,72
33249;0;5051;84;1,3;0;7,1;93,1;6,9;0,9;16,4;43,8;32,6;6,2;0,2;1,2;19,5;58,4;18,7;1,8;0,3;0;61,5;1,2;0,5;21,1;15,7;0,6;61,8;28;6,8;2,8;6,53;5,53;6,41;7,35
33273;0;465;34;0;0;8,6;62,8;37,2;4;24,8;44,2;21,4;5,5;0;3,6;24,9;52,6;18,8;0;0;0;0;15,5;6,5;33,3;44,8;14,6;0;73,5;11,9;0;6,59;6;6,41;6,81
33281;0;7592;59;0,6;0;6,6;88,5;11,5;9;19,7;39,6;26,5;5,2;5,4;2,9;24,8;45,2;19,6;1,6;0,4;1;20,1;20,2;17,6;18,5;22,5;10,8;22,9;57,4;8,3;0,6;6,82;6,17;6,81;7,34
33284;0;405;0;3,4;0;6,3;55,4;44,6;0;25,8;40,1;31,3;2,8;0;0;26,8;42,4;27,3;3,4;0;0;0;11,2;2,7;16;70,1;27,7;4,6;64;3,6;0;6,34;5,83;6,27;6,82
33312;0;904;38;1,4;1,7;9,6;70,9;29,1;1,9;26,7;42,3;27,3;1,9;0;1,2;27,1;48,5;23,3;0;0;0;0;0;2,5;31;66,5;24,2;0;71;4,8;0;7,08;6,67;7;7,4
33314;0;268;0;0;0;4,3;67,9;32,1;0;9,4;17,3;64,3;9;0;0;9,2;69,4;17,3;4,1;0;0;69,8;9,5;9,5;11,2;0;0;71,1;24,6;4,3;0;5,36;4,75;4,91;5,97
33318;0;7571;11;1;0,2;6,9;90,2;9,8;29,7;15,6;22,7;23,8;8,2;28,5;3,4;16,6;32,8;16,7;2;0;1,9;39,7;3,2;12,3;23,5;19,3;2,4;43,3;21,5;32,2;0,6;6,62;5,89;6,44;7,18
33322;0;260;0;0;0;0;19,7;80,3;13;9,1;34,1;37;6,9;0;9,7;12,3;41;36,9;0;0;0;0;0;0;72,7;27,3;18,3;0;81,7;0;0;6,6;6,43;6,57;6,75
33366;0;674;21;2,1;0;11;61,3;38,7;0;19;46,3;31,8;2,8;1,6;2,1;17,8;54,1;24,4;0;0;0;4,2;15,2;15,3;25,9;39,4;18,2;8,1;70,3;3,4;0;6,08;5,62;6,11;6,49
33422;0;715;0;0;0;7,8;40,4;59,6;2,1;24,5;38,5;29,9;5;0;1,9;23,2;41,8;30,5;2,6;0;0;0;0;3,9;42,7;53,4;24,1;0;67,3;6,4;2,3;6,91;6,47;6,74;7,01
33433;0;718;53;1,7;0;6,4;41,7;58,3;0;23,4;43,5;29,4;3,7;0;0;26,1;43,3;28,6;2;0;0;0;14,5;5,1;20,8;59,6;25,8;0;74,2;0;0;6,65;6,28;6,71;6,91
33449;0;2616;15;1,7;0,4;7,1;64,9;35,1;2,2;21,1;39,9;31,3;5,5;1;1,1;21,8;48,3;25,2;2,5;0;0,4;9,8;2,7;16,5;46,1;24,4;11,4;9,9;73,2;5;0,5;6,94;6,53;6,85;7,26
33519;0;619;14;1,8;0;8,6;45,6;54,4;0;20,9;42,2;33,1;3,8;0;0;19,8;48,5;29,5;2,1;0;0;0;0;6;61;33;17,3;0;72,5;7,9;2,2;6,97;6,58;6,78;7,16
33522;0;5171;93;1,1;0;8;96,6;3,4;28,2;16,9;27,2;19,6;8;20;10,1;16,7;36,5;13,1;3,3;0,3;2,2;41,4;14,3;16,1;14,8;11,1;4,5;40,5;27,8;23,2;4;6,91;5,46;6,58;7,48
33529;0;2087;0;1;0;9,4;77,4;22,6;1,1;22,1;42,8;29,7;4,4;0;2,6;22,4;55,5;18,5;1;0;0;33,6;1,5;11,4;22,9;30,6;10,6;31,2;46,7;8,8;2,7;6,36;5,62;6,22;6,78
33550;0;4721;108;1,8;0,3;6,8;94;6;3,6;31;39,1;23,2;3,1;2,2;2,2;31,9;49,3;14,2;0,3;0;0;19,9;6,2;7,2;16,7;50;17,6;20,5;57,1;4,5;0,3;6,81;6,27;6,97;7,46
34003;0;1396;93;1,2;0;6,4;89,9;10,1;1,4;22,7;43,8;28,8;3,4;0;1,4;24,2;53,7;19,1;1,5;0;1,1;6,4;19;18,1;8,7;46,6;21,2;8,1;68,5;2,2;0;6,42;5,94;6,49;6,84
34022;0;439;78;0;0;6,3;84,7;15,3;3,8;31,7;42,8;21,6;0;4;3,1;31,4;46;13;2,5;0;0;0;0;23,5;32,8;43,7;22,3;0;71,3;6,4;0;6,91;6,4;6,83;7,28
34023;0;428;0;0;0;3,6;55,7;44,3;3,6;20,4;41,6;28;6,4;0;0;21;45;34;0;0;0;0;20,4;32,6;22,1;24,9;19,7;0;77,4;2,9;0;6,66;6,33;6,66;6,95
34028;0;157;0;0;0;8,6;77,2;22,8;0;11,7;36,4;43,5;8,4;0;0;9,2;63,1;27,7;0;0;10,1;0;68,5;7,4;14,1;0;17,2;43,8;39,1;0;0;5,6;4,88;5,38;6,21
34031;0;230;0;0;0;6,3;89,6;10,4;0;28,1;39,4;32,5;0;0;0;29;44,6;26,3;0;0;0;0;7,1;4,9;17,3;70,7;32,1;0;67,9;0;0;6,5;6,14;6,62;6,82
34032;0;7645;327;3,7;1,4;7,9;92,4;7,6;2,1;19,6;42,5;28,3;7,5;0,8;2,9;26,2;47,9;19,1;2,8;0,4;5,7;37;11,7;5,2;19,5;20,9;11,1;35,9;44,6;7,5;0,9;5,93;5,11;5,85;6,67
34057;0;2201;60;0,9;0,5;7,8;96,4;3,6;10,2;29,4;39,7;18,3;2,4;7,4;5,1;30,5;41,2;14,4;1,5;0;0;0;3,4;11;23,9;61,7;23,1;0;62;12,6;2,4;7,51;6,8;7,39;7,78
34058;0;344;0;0;0;4,6;73,9;26,1;5;24,9;40,4;23,4;6,4;0;7,9;27,2;41,7;18,5;4,6;0;3,2;0;4,6;13,2;30,2;48,9;17,8;3,4;74,7;4,1;0;6,62;5,99;6,59;6,98
34077;0;377;31;3,4;0;5,3;75,8;24,2;0;32,2;35,1;25,5;7,2;0;0;33,2;43,6;20,3;2,9;0;0;0;5;22,9;27,4;44,7;21,9;0;78,1;0;0;6,94;6,48;6,84;7,4
34079;0;810;0;0;2;7,4;82,8;17,2;1,6;13,2;37,2;40,4;7,6;0;3,2;17,8;56;20,5;2,6;0;1,9;27,7;20,8;8;20,5;21,1;12,1;30,9;55,7;1,3;0;6,12;5,17;6,31;6,8
34088;0;290;31;4,9;0;9,2;96,1;3,9;0;28;40,8;27;4,3;0;0;28,5;42,3;29,2;0;0;4,2;0;4,2;0;15,6;76;26,3;0;73,7;0;0;6,71;6,43;6,66;7,02
34090;0;482;11;0;0;8,9;92,1;7,9;8,9;27,2;42,9;18,8;2,3;2,6;6,1;23;55;13,3;0;0;0;17,8;0;6,5;31;44,7;23,6;16,9;54,8;4,7;0;6,85;6,19;7,11;7,6
34095;0;253;45;6,1;0;5,3;87,3;12,7;0;38;48,7;9,1;4,2;0;0;39,1;49,4;11,5;0;0;0;0;4;0;29,9;66,1;27,3;0;72,7;0;0;6,81;6,39;6,87;7,12
34108;0;1908;12;0,7;0;3,8;91,3;8,7;0,6;17,2;41,8;30,9;9,5;0;1,1;24,6;53,4;19,2;1,7;0;2,3;41,2;21,3;6,5;7,3;21,5;9;51;37,9;2,2;0;5,79;4,85;5,52;6,61
34116;0;473;0;0;0;5;76,1;23,9;0;25,1;41,3;28,4;5,3;0;2,3;28,8;42,9;23,7;2,3;0;0;0;0;13,5;50,4;36;23,1;0;66,9;10;0;7,41;6,59;7,14;7,73
34120;0;462;0;0;0;5,3;89,2;10,8;2,7;31;45,2;18,3;2,9;2,3;3,6;30,6;45,8;17,7;0;0;0;0;0;43,6;25;31,4;14,7;0;75,4;9,9;0;7,6;6,99;7,44;8
34123;0;1023;31;1,4;0;5,4;92,8;7,2;10,2;26,7;42,9;18,6;1,5;9,6;1,5;27,2;46,7;13,6;1,4;0;0;0;0;7,2;25,8;67;21,2;0;57,9;17,8;3,1;7,48;6,94;7,35;7,66
34129;0;875;13;0;0;3,6;86,7;13,3;7;30,2;34,5;22,9;5,4;7,5;3,2;28;37,7;22,3;1,4;0;0;0;15,3;24,3;8,5;51,8;17,9;0;76,4;1,3;4,4;7,16;6,58;7,01;7,36
34142;0;551;53;0;0;3;77,1;22,9;2,2;6,4;33,2;40,7;17,5;0;0;13,9;42;34,9;7,3;2;0;22,1;44,8;0;22,6;10,5;12,9;34,5;52,6;0;0;5,45;4,81;5,35;6,09
34145;0;1696;0;0;0;4,2;78,6;21,4;1,7;19,2;40,5;30,2;8,4;0;1,6;21,1;55,6;19,7;2;0;2,1;21;19,3;27,9;13,6;16,1;11,1;29,1;56,5;3,2;0;6,31;5,68;6,3;6,93
34150;0;373;34;2,9;0;6,5;66,8;33,2;0;28,8;41,3;26,7;3,2;0;5,1;32,7;47,3;12,2;2,8;0;3,9;0;0;20,1;14,2;61,8;24,2;0;72,3;3,6;0;6,5;6,14;6,35;6,88
34151;0;243;0;0;0;5;77;23;0;18,5;47;34,5;0;0;0;22,2;63;14,8;0;0;0;0;14,2;22,5;31,2;32;13,6;15,3;60;11,1;0;6,63;5,96;6,68;6,97
34154;0;603;17;2;0;7,9;79,4;20,6;19,6;20;31,1;27,4;1,9;20;3,7;17,9;36,5;21,8;0;0;0;0;0;19,8;33,4;46,8;18,5;0;57,4;24,1;0;7,24;6,1;6,67;7,19
34157;0;639;27;1,7;0;4,8;80,1;19,9;0;17,5;31,9;43,3;7,3;0;1,8;29,3;43,7;23,5;1,7;0;0;28,4;9,9;18,8;7,5;35,4;15,6;37,1;45,4;1,9;0;5,92;4,91;6,06;6,78
