code_residence,commune_residence,dep_residence,code_travail,commune_travail,dep_travail,flux,annee
76222,Duclair,76,76436,Le Mesnil-sous-Jumièges,76,10.1648089807678,2019
76222,Duclair,76,76451,Mont-Saint-Aignan,76,30.4944269423018,2019
76222,Duclair,76,76452,Montville,76,10.1648089807672,2019
76222,Duclair,76,76473,Notre-Dame-de-Bliquetuit,76,5.08240449038372,2019
76222,Duclair,76,76474,Notre-Dame-de-Bondeville,76,5.08240449038392,2019
76222,Duclair,76,76475,Franqueville-Saint-Pierre,76,15.2472134711514,2019
76222,Duclair,76,76476,Port-Jérôme-sur-Seine,76,15.2472134711511,2019
76222,Duclair,76,76495,Pavilly,76,5.08240449038362,2019
76222,Duclair,76,76498,Le Petit-Quevilly,76,15.2472134711513,2019
76222,Duclair,76,76533,Rogerville,76,5.08240449038362,2019
76222,Duclair,76,76540,Rouen,76,249.037820028803,2019
76222,Duclair,76,76550,Sahurs,76,5.08240449038372,2019
76222,Duclair,76,76575,Saint-Étienne-du-Rouvray,76,45.7416404134541,2019
76222,Duclair,76,76594,Saint-Jean-du-Cardonnay,76,15.2472134711513,2019
76222,Duclair,76,76599,Saint-Léger-du-Bourg-Denis,76,5.08240449038372,2019
76222,Duclair,76,76608,Sainte-Marguerite-sur-Duclair,76,10.1412980411701,2019
76222,Duclair,76,76611,Saint-Martin-aux-Arbres,76,5.08240449038382,2019
76222,Duclair,76,76614,Saint-Martin-de-Boscherville,76,5.08240449038351,2019
76222,Duclair,76,76631,Saint-Paër,76,10.1648089807677,2019
76222,Duclair,76,76636,Saint-Pierre-de-Varengeville,76,15.2472134711509,2019
76222,Duclair,76,76682,Sotteville-sous-le-Val,76,5.08240449038392,2019
76222,Duclair,76,76709,Le Trait,76,116.895303278826,2019
76222,Duclair,76,76728,La Vaupalière,76,5.08240449038382,2019
76222,Duclair,76,76743,Villers-Écalles,76,10.1648089807676,2019
76222,Duclair,76,76758,Yvetot,76,25.4120224519186,2019
76222,Duclair,76,78621,Trappes,78,5.08240449038392,2019
76222,Duclair,76,92025,Colombes,92,5.08240449038362,2019
76222,Duclair,76,92026,Courbevoie,92,5.08240449038372,2019
76223,Écalles-Alix,76,76108,Bois-Guillaume,76,4.84115049260905,2019
76223,Écalles-Alix,76,76165,Caudebec-lès-Elbeuf,76,4.84115049260905,2019
76223,Écalles-Alix,76,76212,Darnétal,76,5.13148963923725,2019
76223,Écalles-Alix,76,76216,Déville-lès-Rouen,76,4.56723870450463,2019
76223,Écalles-Alix,76,76222,Duclair,76,4.84115049260905,2019
76223,Écalles-Alix,76,76410,Maromme,76,4.84115049260905,2019
76223,Écalles-Alix,76,76451,Mont-Saint-Aignan,76,4.70220053849001,2019
76223,Écalles-Alix,76,76498,Le Petit-Quevilly,76,4.98420641575082,2019
76223,Écalles-Alix,76,76540,Rouen,76,38.6067991941662,2019
76223,Écalles-Alix,76,76575,Saint-Étienne-du-Rouvray,76,4.56723870450463,2019
76223,Écalles-Alix,76,76636,Saint-Pierre-de-Varengeville,76,9.54335103109906,2019
76223,Écalles-Alix,76,76681,Sotteville-lès-Rouen,76,4.98420641575082,2019
76223,Écalles-Alix,76,76709,Le Trait,76,5.13148963923725,2019
76224,Écrainville,76,76540,Rouen,76,5.0,2019
76225,Écretteville-lès-Baons,76,76540,Rouen,76,14.8622801783562,2019
76225,Écretteville-lès-Baons,76,76575,Saint-Étienne-du-Rouvray,76,4.85234200345002,2019
76225,Écretteville-lès-Baons,76,76709,Le Trait,76,4.85234200345002,2019
76226,Écretteville-sur-Mer,76,76474,Notre-Dame-de-Bondeville,76,5.12578616352201,2019
76226,Écretteville-sur-Mer,76,76591,Saint-Jacques-sur-Darnétal,76,5.12578616352201,2019
76227,Ectot-l'Auber,76,76157,Canteleu,76,5.24791197046632,2019
76227,Ectot-l'Auber,76,76222,Duclair,76,5.24791197046632,2019
76227,Ectot-l'Auber,76,76322,Le Grand-Quevilly,76,5.12800436955664,2019
76227,Ectot-l'Auber,76,76402,Malaunay,76,10.2560087391133,2019
76227,Ectot-l'Auber,76,76451,Mont-Saint-Aignan,76,15.2695849566675,2019
76227,Ectot-l'Auber,76,76497,Petit-Couronne,76,5.24791197046632,2019
76227,Ectot-l'Auber,76,76498,Le Petit-Quevilly,76,9.90718223524731,2019
76227,Ectot-l'Auber,76,76540,Rouen,76,36.7580138034364,2019
76227,Ectot-l'Auber,76,76550,Sahurs,76,10.2560087391133,2019
76227,Ectot-l'Auber,76,76575,Saint-Étienne-du-Rouvray,76,5.24791197046632,2019
76227,Ectot-l'Auber,76,76681,Sotteville-lès-Rouen,76,5.01083649310058,2019
76228,Ectot-lès-Baons,76,76540,Rouen,76,29.7723403064258,2019
76229,Elbeuf-en-Bray,76,76540,Rouen,76,14.2151451078338,2019
76229,Elbeuf-en-Bray,76,76575,Saint-Étienne-du-Rouvray,76,4.91213843967479,2019
76230,Elbeuf-sur-Andelle,76,76069,Belbeuf,76,5.02950453912901,2019
76230,Elbeuf-sur-Andelle,76,76108,Bois-Guillaume,76,5.02268156609497,2019
76230,Elbeuf-sur-Andelle,76,76116,Boos,76,10.0487780904822,2019
76230,Elbeuf-sur-Andelle,76,76178,Cléon,76,5.01927355135322,2019
76230,Elbeuf-sur-Andelle,76,76212,Darnétal,76,5.01927355135322,2019
76230,Elbeuf-sur-Andelle,76,76410,Maromme,76,5.01927355135322,2019
76230,Elbeuf-sur-Andelle,76,76429,Le Mesnil-Esnard,76,15.0646389975363,2019
76230,Elbeuf-sur-Andelle,76,76451,Mont-Saint-Aignan,76,10.0351414003877,2019
76230,Elbeuf-sur-Andelle,76,76474,Notre-Dame-de-Bondeville,76,5.01927355135322,2019
76230,Elbeuf-sur-Andelle,76,76475,Franqueville-Saint-Pierre,76,5.01927355135322,2019
76230,Elbeuf-sur-Andelle,76,76540,Rouen,76,40.1712307985276,2019
76230,Elbeuf-sur-Andelle,76,76705,Tourville-la-Rivière,76,5.02268156609497,2019
76231,Elbeuf,76,02621,Presles-et-Thierny,02,2.89303300678422,2019
76231,Elbeuf,76,03001,Abrest,03,1.02521227995732,2019
76231,Elbeuf,76,14061,Souleuvre en Bocage,14,2.89303300678422,2019
76231,Elbeuf,76,14167,Colombelles,14,0.95430353548727,2019
76231,Elbeuf,76,14220,Deauville,14,3.32319867220969,2019
76231,Elbeuf,76,14366,Lisieux,14,3.14173347291997,2019
76231,Elbeuf,76,14762,Vire Normandie,14,3.05491333723677,2019
76231,Elbeuf,76,27008,Alizay,27,13.9852060253339,2019
76231,Elbeuf,76,27011,Amfreville-Saint-Amand,27,1.11518412544722,2019
76231,Elbeuf,76,27015,Andé,27,1.16818247883049,2019
76231,Elbeuf,76,27022,Le Val d'Hazey,27,3.00481576286387,2019
76231,Elbeuf,76,27025,Autheuil-Authouillet,27,6.71402607254681,2019
76231,Elbeuf,76,27049,Mesnil-en-Ouche,27,3.35701303627341,2019
76231,Elbeuf,76,27056,Bernay,27,2.16587082651632,2019
76231,Elbeuf,76,27062,Les Monts du Roumois,27,1.02521227995732,2019
76231,Elbeuf,76,27090,Bosroumois,27,23.5648515726437,2019
76231,Elbeuf,76,27091,Bosgouet,27,5.72939677699178,2019
76231,Elbeuf,76,27103,Bourg-Achard,27,11.1792982224916,2019
76231,Elbeuf,76,27105,Grand Bourgtheroulde,27,30.8877232571073,2019
76231,Elbeuf,76,27116,Brionne,27,10.1656682659851,2019
76231,Elbeuf,76,27118,Brosville,27,3.33542192477642,2019
76231,Elbeuf,76,27174,Corneville-sur-Risle,27,2.89303300678422,2019
76231,Elbeuf,76,27188,Criquebeuf-sur-Seine,27,28.0608046174204,2019
76231,Elbeuf,76,27192,Crosville-la-Vieille,27,1.01324226602311,2019
76231,Elbeuf,76,27229,Évreux,27,69.8575143725589,2019
76231,Elbeuf,76,27275,Gaillon,27,1.02521227995732,2019
76231,Elbeuf,76,27279,Gasny,27,3.14173347291997,2019
76231,Elbeuf,76,27284,Gisors,27,2.92721007041902,2019
76231,Elbeuf,76,27285,Giverny,27,1.11518412544722,2019
76231,Elbeuf,76,27299,Gravigny,27,1.11518412544722,2019
76231,Elbeuf,76,27306,Guichainville,27,1.24236888560568,2019
76231,Elbeuf,76,27311,Harcourt,27,2.89303300678422,2019
76231,Elbeuf,76,27332,Heudebouville,27,24.0013757539922,2019
76231,Elbeuf,76,27340,Honguemare-Guenouville,27,3.02223270896395,2019
76231,Elbeuf,76,27348,Igoville,27,4.61058330529444,2019
76231,Elbeuf,76,27351,Incarville,27,10.2025578585129,2019
76231,Elbeuf,76,27375,Louviers,27,94.4798636835905,2019
76231,Elbeuf,76,27385,Manneville-sur-Risle,27,2.92721007041902,2019
76231,Elbeuf,76,27394,Martot,27,12.2412951855421,2019
76231,Elbeuf,76,27428,Le Neubourg,27,38.964967636089,2019
76231,Elbeuf,76,27432,La Neuville-du-Bosc,27,1.01324226602311,2019
76231,Elbeuf,76,27458,Pîtres,27,14.7774393928042,2019
76231,Elbeuf,76,27467,Pont-Audemer,27,3.14173347291997,2019
76231,Elbeuf,76,27469,Pont-de-l'Arche,27,10.1902469649099,2019
76231,Elbeuf,76,27470,Pont-Saint-Pierre,27,9.94325371574158,2019
76231,Elbeuf,76,27500,Routot,27,10.5198941305862,2019
76231,Elbeuf,76,27507,Saint-André-de-l'Eure,27,7.09888754340765,2019
76231,Elbeuf,76,27517,Saint-Aubin-sur-Gaillon,27,4.36046293913759,2019
76231,Elbeuf,76,27528,Le Vaudreuil,27,48.5883085929718,2019
76231,Elbeuf,76,27529,Saint-Cyr-la-Campagne,27,3.32319867220969,2019
76231,Elbeuf,76,27531,Saint-Denis-des-Monts,27,3.5699237523666,2019
76231,Elbeuf,76,27562,Saint-Marcel,27,13.1885750307157,2019
76231,Elbeuf,76,27580,Saint-Ouen-de-Thouberville,27,3.21363246153708,2019
76231,Elbeuf,76,27582,Saint-Ouen-du-Tilleul,27,13.175870485615,2019
76231,Elbeuf,76,27593,Saint-Pierre-des-Fleurs,27,2.05183341438501,2019
76231,Elbeuf,76,27595,Saint-Pierre-du-Bosguérard,27,2.19339475878782,2019
76231,Elbeuf,76,27616,La Saussaye,27,19.8186838466051,2019
76231,Elbeuf,76,27622,Serquigny,27,2.05042455991465,2019
76231,Elbeuf,76,27638,Le Thuit de l'Oison,27,20.7656381416965,2019
76231,Elbeuf,76,27659,La Trinité,27,3.21363246153708,2019
76231,Elbeuf,76,27681,Vernon,27,2.89303300678422,2019
76231,Elbeuf,76,27697,Vironvay,27,1.1526285604932,2019
76231,Elbeuf,76,27698,Vitot,27,1.16818247883049,2019
76231,Elbeuf,76,27701,Val-de-Reuil,27,155.863002443346,2019
76231,Elbeuf,76,31569,Vaudreuille,31,3.18409978713521,2019
76231,Elbeuf,76,33063,Bordeaux,33,3.1248254354951,2019
76231,Elbeuf,76,35238,Rennes,35,12.47564698649,2019
76231,Elbeuf,76,35240,Le Rheu,35,3.1248254354951,2019
76231,Elbeuf,76,35253,Saint-Aubin-du-Cormier,35,4.34033709065047,2019
76231,Elbeuf,76,37072,Chinon,37,1.01324226602311,2019
76231,Elbeuf,76,37233,Saint-Pierre-des-Corps,37,3.43413609903773,2019
76231,Elbeuf,76,49007,Angers,49,2.44442207223181,2019
76231,Elbeuf,76,50184,Flamanville,50,3.54944377170383,2019
76231,Elbeuf,76,50603,Tourville-sur-Sienne,50,4.24000956094231,2019
76231,Elbeuf,76,57672,Thionville,57,2.7247497654155,2019
76231,Elbeuf,76,59360,Loos,59,3.31781774608122,2019
76231,Elbeuf,76,60570,Saint-Crépin-Ibouvillers,60,1.02521227995732,2019
76231,Elbeuf,76,62080,Bapaume,62,1.02521227995732,2019
76231,Elbeuf,76,67152,Geispolsheim,67,2.91648278349294,2019
76231,Elbeuf,76,69389,Lyon 9e Arrondissement,69,2.66062329568562,2019
76231,Elbeuf,76,74012,Annemasse,74,2.52302081028336,2019
76231,Elbeuf,76,75101,Paris 1er Arrondissement,75,6.39866421921282,2019
76231,Elbeuf,76,75103,Paris 3e Arrondissement,75,3.12021285402118,2019
76231,Elbeuf,76,75107,Paris 7e Arrondissement,75,2.92721007041902,2019
76231,Elbeuf,76,75108,Paris 8e Arrondissement,75,11.7649120933174,2019
76231,Elbeuf,76,75109,Paris 9e Arrondissement,75,2.79191759021326,2019
76231,Elbeuf,76,75112,Paris 12e Arrondissement,75,3.35701303627341,2019
76231,Elbeuf,76,75113,Paris 13e Arrondissement,75,1.16818247883049,2019
76231,Elbeuf,76,75114,Paris 14e Arrondissement,75,3.59734103927133,2019
76231,Elbeuf,76,75115,Paris 15e Arrondissement,75,5.70712059741857,2019
76231,Elbeuf,76,75116,Paris 16e Arrondissement,75,22.8156568971777,2019
76231,Elbeuf,76,75117,Paris 17e Arrondissement,75,3.24358780746371,2019
76231,Elbeuf,76,75118,Paris 18e Arrondissement,75,2.80218670657276,2019
76231,Elbeuf,76,75119,Paris 19e Arrondissement,75,4.86719501282665,2019
76231,Elbeuf,76,76005,Amfreville-la-Mi-Voie,76,3.04434043669657,2019
76231,Elbeuf,76,76039,Les Authieux-sur-le-Port-Saint-Ouen,76,2.23036825089444,2019
76231,Elbeuf,76,76057,Barentin,76,13.2748560174625,2019
76231,Elbeuf,76,76069,Belbeuf,76,7.11059078840288,2019
76231,Elbeuf,76,76095,Bihorel,76,2.80218670657276,2019
76231,Elbeuf,76,76103,Bonsecours,76,10.1389782329756,2019
76231,Elbeuf,76,76108,Bois-Guillaume,76,35.320795049409,2019
76231,Elbeuf,76,76116,Boos,76,16.0669112675351,2019
76231,Elbeuf,76,76146,Buchy,76,6.48717561492742,2019
76231,Elbeuf,76,76157,Canteleu,76,9.74777009704515,2019
76231,Elbeuf,76,76165,Caudebec-lès-Elbeuf,76,257.74398320527,2019
76231,Elbeuf,76,76178,Cléon,76,396.057575122346,2019
76231,Elbeuf,76,76194,Criquebeuf-en-Caux,76,13.6093843855904,2019
76231,Elbeuf,76,76212,Darnétal,76,26.6379567912543,2019
76231,Elbeuf,76,76216,Déville-lès-Rouen,76,8.93775985900996,2019
76231,Elbeuf,76,76217,Dieppe,76,6.482775712572,2019
76231,Elbeuf,76,76231,Elbeuf,76,1404.57778137374,2019
76231,Elbeuf,76,76255,Eu,76,2.92721007041902,2019
76231,Elbeuf,76,76282,Freneuse,76,7.90114937647744,2019
76231,Elbeuf,76,76296,Gainneville,76,3.17243108171396,2019
76231,Elbeuf,76,76305,Gonfreville-l'Orcher,76,1.57747644188092,2019
76231,Elbeuf,76,76319,Grand-Couronne,76,52.9165150561036,2019
76231,Elbeuf,76,76322,Le Grand-Quevilly,76,114.372872409982,2019
76231,Elbeuf,76,76351,Le Havre,76,9.75540107491207,2019
76231,Elbeuf,76,76377,Isneauville,76,9.30404681531591,2019
76231,Elbeuf,76,76410,Maromme,76,26.9228171625959,2019
76231,Elbeuf,76,76412,Martainville-Épreville,76,7.09888754340765,2019
76231,Elbeuf,76,76429,Le Mesnil-Esnard,76,14.6256625858782,2019
76231,Elbeuf,76,76451,Mont-Saint-Aignan,76,64.2162073297021,2019
76231,Elbeuf,76,76457,Moulineaux,76,4.43626484588264,2019
76231,Elbeuf,76,76474,Notre-Dame-de-Bondeville,76,3.33171086780807,2019
76231,Elbeuf,76,76475,Franqueville-Saint-Pierre,76,26.1459473006857,2019
76231,Elbeuf,76,76484,Oissel,76,43.1779912016593,2019
76231,Elbeuf,76,76486,Orival,76,1.11518412544722,2019
76231,Elbeuf,76,76495,Pavilly,76,1.24236888560568,2019
76231,Elbeuf,76,76497,Petit-Couronne,76,33.947213019012,2019
76231,Elbeuf,76,76498,Le Petit-Quevilly,76,77.776225787327,2019
76231,Elbeuf,76,76536,Roncherolles-sur-le-Vivier,76,3.28190617667719,2019
76231,Elbeuf,76,76540,Rouen,76,524.031058885565,2019
76231,Elbeuf,76,76561,Saint-Aubin-lès-Elbeuf,76,232.05723948484,2019
76231,Elbeuf,76,76575,Saint-Étienne-du-Rouvray,76,183.574057545314,2019
76231,Elbeuf,76,76591,Saint-Jacques-sur-Darnétal,76,3.33542192477642,2019
76231,Elbeuf,76,76594,Saint-Jean-du-Cardonnay,76,5.69469330920254,2019
76231,Elbeuf,76,76636,Saint-Pierre-de-Varengeville,76,3.35701303627341,2019
76231,Elbeuf,76,76640,Saint-Pierre-lès-Elbeuf,76,192.08057144038,2019
76231,Elbeuf,76,76648,Saint-Saëns,76,6.71402607254681,2019
76231,Elbeuf,76,76660,Sandouville,76,1.01324226602311,2019
76231,Elbeuf,76,76681,Sotteville-lès-Rouen,76,90.5168470734087,2019
76231,Elbeuf,76,76682,Sotteville-sous-le-Val,76,7.07490067557529,2019
76231,Elbeuf,76,76684,Tancarville,76,3.1248254354951,2019
76231,Elbeuf,76,76705,Tourville-la-Rivière,76,149.279314488012,2019
76231,Elbeuf,76,76709,Le Trait,76,6.45380863908347,2019
76231,Elbeuf,76,76728,La Vaupalière,76,0.95430353548727,2019
76231,Elbeuf,76,76753,Ymare,76,3.05491333723677,2019
76231,Elbeuf,76,77438,Saint-Thibault-des-Vignes,77,2.53514711206556,2019
76231,Elbeuf,76,78029,Aubergenville,78,3.73958190680223,2019
76231,Elbeuf,76,78073,Bois-d'Arcy,78,0.88365093555452,2019
76231,Elbeuf,76,78255,Freneuse,78,3.18409978713521,2019
76231,Elbeuf,76,78335,Limay,78,3.21363246153708,2019
76231,Elbeuf,76,78350,Louveciennes,78,1.16818247883049,2019
76231,Elbeuf,76,78362,Mantes-la-Ville,78,2.91648278349294,2019
76231,Elbeuf,76,78486,Le Perray-en-Yvelines,78,2.52302081028336,2019
76231,Elbeuf,76,78551,Saint-Germain-en-Laye,78,3.12021285402118,2019
76231,Elbeuf,76,78615,Thiverval-Grignon,78,2.7247497654155,2019
76231,Elbeuf,76,78640,Vélizy-Villacoublay,78,3.24358780746371,2019
76231,Elbeuf,76,78683,Villiers-Saint-Frédéric,78,2.91484952210657,2019
76231,Elbeuf,76,85194,Les Sables-d'Olonne,85,3.24358780746371,2019
76231,Elbeuf,76,90010,Belfort,90,1.1526285604932,2019
76231,Elbeuf,76,91097,Boussy-Saint-Antoine,91,1.11518412544722,2019
76231,Elbeuf,76,91161,Chilly-Mazarin,91,2.93871491341569,2019
76231,Elbeuf,76,91228,Évry-Courcouronnes,91,2.485074453777,2019
76231,Elbeuf,76,91425,Montlhéry,91,2.89303300678422,2019
76231,Elbeuf,76,91534,Saclay,91,2.93209275087311,2019
76231,Elbeuf,76,91689,Wissous,91,1.02521227995732,2019
76231,Elbeuf,76,92012,Boulogne-Billancourt,92,2.89303300678422,2019
76231,Elbeuf,76,92024,Clichy,92,3.43413609903773,2019
76231,Elbeuf,76,92026,Courbevoie,92,0.95430353548727,2019
76231,Elbeuf,76,92046,Malakoff,92,1.1526285604932,2019
76231,Elbeuf,76,92050,Nanterre,92,4.71252516471855,2019
76231,Elbeuf,76,92062,Puteaux,92,8.06553288139653,2019
76231,Elbeuf,76,92063,Rueil-Malmaison,92,3.33542192477642,2019
76231,Elbeuf,76,92072,Sèvres,92,3.1248254354951,2019
76231,Elbeuf,76,93001,Aubervilliers,93,0.95430353548727,2019
76231,Elbeuf,76,93048,Montreuil,93,6.46295675915083,2019
76231,Elbeuf,76,93051,Noisy-le-Grand,93,3.5699237523666,2019
76231,Elbeuf,76,93066,Saint-Denis,93,4.65768335036822,2019
76231,Elbeuf,76,93070,Saint-Ouen-sur-Seine,93,5.00004669842056,2019
76231,Elbeuf,76,94037,Gentilly,94,3.14173347291997,2019
76231,Elbeuf,76,94078,Villeneuve-Saint-Georges,94,3.43413609903773,2019
76231,Elbeuf,76,95051,Beauchamp,95,3.59734103927133,2019
76231,Elbeuf,76,95063,Bezons,95,2.52302081028336,2019
76231,Elbeuf,76,95199,Domont,95,3.24358780746371,2019
76231,Elbeuf,76,95218,Éragny,95,2.63998505552176,2019
76231,Elbeuf,76,95527,Roissy-en-France,95,3.24358780746371,2019
76231,Elbeuf,76,95572,Saint-Ouen-l'Aumône,95,8.71488779246669,2019
76234,Émanville,76,76108,Bois-Guillaume,76,10.0,2019
76234,Émanville,76,76157,Canteleu,76,15.0,2019
76234,Émanville,76,76322,Le Grand-Quevilly,76,10.0,2019
76234,Émanville,76,76366,Le Houlme,76,10.0,2019
76234,Émanville,76,76402,Malaunay,76,10.0,2019
76234,Émanville,76,76410,Maromme,76,5.0,2019
76234,Émanville,76,76451,Mont-Saint-Aignan,76,5.0,2019
76234,Émanville,76,76498,Le Petit-Quevilly,76,20.0,2019
76234,Émanville,76,76540,Rouen,76,60.0,2019
76234,Émanville,76,76575,Saint-Étienne-du-Rouvray,76,10.0,2019
76234,Émanville,76,76709,Le Trait,76,5.0,2019
76235,Envermeu,76,76540,Rouen,76,10.1365281642404,2019
76236,Envronville,76,76451,Mont-Saint-Aignan,76,4.99951993410847,2019
76236,Envronville,76,76540,Rouen,76,4.99951993410847,2019
76236,Envronville,76,76681,Sotteville-lès-Rouen,76,4.99812523772716,2019
76237,Épinay-sur-Duclair,76,27375,Louviers,27,5.0,2019
76237,Épinay-sur-Duclair,76,27681,Vernon,27,10.0,2019
76237,Épinay-sur-Duclair,76,69029,Bron,69,5.0,2019
76237,Épinay-sur-Duclair,76,76018,Val-de-Saâne,76,5.0,2019
76237,Épinay-sur-Duclair,76,76057,Barentin,76,10.0,2019
76237,Épinay-sur-Duclair,76,76222,Duclair,76,30.0,2019
76237,Épinay-sur-Duclair,76,76237,Épinay-sur-Duclair,76,10.0,2019
76237,Épinay-sur-Duclair,76,76322,Le Grand-Quevilly,76,10.0,2019
76237,Épinay-sur-Duclair,76,76366,Le Houlme,76,5.0,2019
76237,Épinay-sur-Duclair,76,76378,Jumièges,76,10.0,2019
76237,Épinay-sur-Duclair,76,76451,Mont-Saint-Aignan,76,5.0,2019
76237,Épinay-sur-Duclair,76,76476,Port-Jérôme-sur-Seine,76,5.0,2019
76237,Épinay-sur-Duclair,76,76484,Oissel,76,5.0,2019
76237,Épinay-sur-Duclair,76,76495,Pavilly,76,5.0,2019
76237,Épinay-sur-Duclair,76,76498,Le Petit-Quevilly,76,5.0,2019
76237,Épinay-sur-Duclair,76,76503,Pissy-Pôville,76,5.0,2019
76237,Épinay-sur-Duclair,76,76540,Rouen,76,30.0,2019
76237,Épinay-sur-Duclair,76,76541,Roumare,76,5.0,2019
76237,Épinay-sur-Duclair,76,76561,Saint-Aubin-lès-Elbeuf,76,10.0,2019
76237,Épinay-sur-Duclair,76,76575,Saint-Étienne-du-Rouvray,76,10.0,2019
76237,Épinay-sur-Duclair,76,76594,Saint-Jean-du-Cardonnay,76,5.0,2019
76237,Épinay-sur-Duclair,76,76636,Saint-Pierre-de-Varengeville,76,25.0,2019
76237,Épinay-sur-Duclair,76,76684,Tancarville,76,5.0,2019
76237,Épinay-sur-Duclair,76,76709,Le Trait,76,10.0,2019
76237,Épinay-sur-Duclair,76,76743,Villers-Écalles,76,15.0,2019
76237,Épinay-sur-Duclair,76,76750,Yainville,76,10.0,2019
76237,Épinay-sur-Duclair,76,76758,Yvetot,76,5.0,2019
76237,Épinay-sur-Duclair,76,92026,Courbevoie,92,5.0,2019
76238,Épouville,76,76322,Le Grand-Quevilly,76,5.03142234192675,2019
76238,Épouville,76,76540,Rouen,76,5.03142234192644,2019
76238,Épouville,76,76575,Saint-Étienne-du-Rouvray,76,5.0314223419266,2019
76239,Épretot,76,76540,Rouen,76,5.14739146444643,2019
76240,Épreville,76,76540,Rouen,76,4.98989347926297,2019
76242,Ernemont-la-Villette,76,76540,Rouen,76,4.77941176470588,2019
76243,Ernemont-sur-Buchy,76,76178,Cléon,76,5.01706484641638,2019
76243,Ernemont-sur-Buchy,76,76322,Le Grand-Quevilly,76,10.0341296928328,2019
76243,Ernemont-sur-Buchy,76,76451,Mont-Saint-Aignan,76,5.01706484641638,2019
76243,Ernemont-sur-Buchy,76,76475,Franqueville-Saint-Pierre,76,5.01706484641638,2019
76243,Ernemont-sur-Buchy,76,76540,Rouen,76,30.1023890784983,2019
76243,Ernemont-sur-Buchy,76,76591,Saint-Jacques-sur-Darnétal,76,5.01706484641638,2019
76244,Esclavelles,76,76108,Bois-Guillaume,76,5.09631644941264,2019
76244,Esclavelles,76,76212,Darnétal,76,5.09631644941264,2019
76244,Esclavelles,76,76402,Malaunay,76,5.09631644941264,2019
76244,Esclavelles,76,76451,Mont-Saint-Aignan,76,5.09631644941264,2019
76244,Esclavelles,76,76540,Rouen,76,40.8443454091598,2019
76244,Esclavelles,76,76575,Saint-Étienne-du-Rouvray,76,5.09631644941264,2019
76245,Eslettes,76,76095,Bihorel,76,5.15393621229554,2019
76245,Eslettes,76,76108,Bois-Guillaume,76,10.2450593978419,2019
76245,Eslettes,76,76116,Boos,76,5.12243342047945,2019
76245,Eslettes,76,76157,Canteleu,76,15.4620023779879,2019
76245,Eslettes,76,76216,Déville-lès-Rouen,76,20.55273926555,2019
76245,Eslettes,76,76319,Grand-Couronne,76,5.09112318554637,2019
76245,Eslettes,76,76322,Le Grand-Quevilly,76,20.4899262388008,2019
76245,Eslettes,76,76366,Le Houlme,76,15.3989956101374,2019
76245,Eslettes,76,76377,Isneauville,76,35.8898893775093,2019
76245,Eslettes,76,76402,Malaunay,76,10.3407349932304,2019
76245,Eslettes,76,76410,Maromme,76,35.9834314086048,2019
76245,Eslettes,76,76429,Le Mesnil-Esnard,76,10.2448668409589,2019
76245,Eslettes,76,76451,Mont-Saint-Aignan,76,46.1034424308358,2019
76245,Eslettes,76,76474,Notre-Dame-de-Bondeville,76,15.5252017027214,2019
76245,Eslettes,76,76498,Le Petit-Quevilly,76,10.3080661656924,2019
76245,Eslettes,76,76540,Rouen,76,154.211642834851,2019
76245,Eslettes,76,76575,Saint-Étienne-du-Rouvray,76,15.4303058450705,2019
76245,Eslettes,76,76681,Sotteville-lès-Rouen,76,5.09112318554637,2019
76245,Eslettes,76,76709,Le Trait,76,15.3989956101374,2019
76247,Esteville,76,76212,Darnétal,76,14.7801899611627,2019
76247,Esteville,76,76216,Déville-lès-Rouen,76,4.92614232461618,2019
76247,Esteville,76,76322,Le Grand-Quevilly,76,5.0202198667786,2019
76247,Esteville,76,76377,Isneauville,76,4.92614232461618,2019
76247,Esteville,76,76451,Mont-Saint-Aignan,76,24.820663363563,2019
76247,Esteville,76,76498,Le Petit-Quevilly,76,5.0202198667786,2019
76247,Esteville,76,76540,Rouen,76,14.9665820581734,2019
76247,Esteville,76,76575,Saint-Étienne-du-Rouvray,76,9.94992183486623,2019
76247,Esteville,76,76681,Sotteville-lès-Rouen,76,15.3501131632899,2019
76247,Esteville,76,76705,Tourville-la-Rivière,76,9.94636219139478,2019
76249,Étaimpuis,76,76069,Belbeuf,76,4.66647474516707,2019
76249,Étaimpuis,76,76108,Bois-Guillaume,76,15.6146566428828,2019
76249,Étaimpuis,76,76157,Canteleu,76,4.98103937173644,2019
76249,Étaimpuis,76,76212,Darnétal,76,4.37177563197835,2019
76249,Étaimpuis,76,76216,Déville-lès-Rouen,76,10.2978480073096,2019
76249,Étaimpuis,76,76322,Le Grand-Quevilly,76,11.3745836394093,2019
76249,Étaimpuis,76,76366,Le Houlme,76,5.67521193020626,2019
76249,Étaimpuis,76,76410,Maromme,76,5.3168086355732,2019
76249,Étaimpuis,76,76451,Mont-Saint-Aignan,76,15.6146566428828,2019
76249,Étaimpuis,76,76474,Notre-Dame-de-Bondeville,76,11.7329869340424,2019
76249,Étaimpuis,76,76475,Franqueville-Saint-Pierre,76,4.98103937173644,2019
76249,Étaimpuis,76,76497,Petit-Couronne,76,5.67521193020626,2019
76249,Étaimpuis,76,76540,Rouen,76,41.3017033961622,2019
76249,Étaimpuis,76,76575,Saint-Étienne-du-Rouvray,76,5.3168086355732,2019
