code_origine,commune_origine,dep_origine,code_destination,commune_destination,dep_destination,flux,annee
07308,Sarras,07,42218,Saint-Étienne,42,9.94,2019
07310,Savas,07,38421,Saint-Martin-d'Hères,38,4.88,2019
07310,Savas,07,42218,Saint-Étienne,42,5.05,2019
07312,Sécheras,07,38185,Grenoble,38,5.1,2019
07319,Le Teil,07,34172,Montpellier,34,5.01,2019
07319,Le Teil,07,38185,Grenoble,38,10.03,2019
07324,Tournon-sur-Rhône,07,34172,Montpellier,34,8.54,2019
07324,Tournon-sur-Rhône,07,38151,Échirolles,38,5.79,2019
07324,Tournon-sur-Rhône,07,38185,Grenoble,38,7.85,2019
07324,Tournon-sur-Rhône,07,42218,Saint-Étienne,42,3.08,2019
07330,Vallon-Pont-d'Arc,07,34172,Montpellier,34,5.0,2019
07330,Vallon-Pont-d'Arc,07,35238,Rennes,35,5.0,2019
07331,Vals-les-Bains,07,34172,Montpellier,34,5.28,2019
07334,Les Vans,07,42218,Saint-Étienne,42,5.0,2019
07337,Vernosc-lès-Annonay,07,42218,Saint-Étienne,42,5.04,2019
07338,Vernoux-en-Vivarais,07,38185,Grenoble,38,4.79,2019
07341,Villeneuve-de-Berg,07,38185,Grenoble,38,4.95,2019
07342,Villevocance,07,38185,Grenoble,38,5.0,2019
07342,Villevocance,07,42218,Saint-Étienne,42,5.0,2019
07343,Vinezac,07,38185,Grenoble,38,10.23,2019
07345,Vion,07,34198,Pérols,34,5.0,2019
