FID,date_maj,the_geom,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,metropole,nom_commune
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dc6,2026-06-29T13:12:11.789Z,POINT (481189.6748515194 5689946.039983202),1,3,1,1,3,1,42189,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Roche-la-Molière,Atmo Auvergne-Rhône-Alpes,commune,803409.8,4.3226,6482372.3,45.433,Saint-Etienne,Roche-la-Molière
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dc7,2026-06-29T13:12:11.789Z,POINT (456814.7558341427 5680188.496084446),1,3,1,1,3,1,42192,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Rozier-Côtes-d'Aurec,Atmo Auvergne-Rhône-Alpes,commune,786386.5,4.1036,6475275.2,45.3714,Saint-Etienne,Rozier-Côtes-d'Aurec
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dd4,2026-06-29T13:12:11.789Z,POINT (481878.98566850007 5707424.567136043),1,3,1,1,3,1,42206,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Saint-Bonnet-les-Oules,Atmo Auvergne-Rhône-Alpes,commune,803688.2,4.3288,6494602.9,45.5431,Saint-Etienne,Saint-Bonnet-les-Oules
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dd5,2026-06-29T13:12:11.789Z,POINT (499378.6337620658 5707546.192610114),1,3,1,1,3,1,42208,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Saint-Christo-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,815952,4.486,6494906.5,45.5438,Saint-Etienne,Saint-Christo-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6dd7,2026-06-29T13:12:11.789Z,POINT (517228.1995266202 5697289.259722824),1,3,1,1,3,1,42210,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Sainte-Croix-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,828611.5,4.6463,6487985.7,45.4793,Saint-Etienne,Sainte-Croix-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6ddf,2026-06-29T13:12:11.789Z,POINT (488390.93844277837 5691084.041419799),1,3,1,1,3,1,42218,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Saint-Étienne,Atmo Auvergne-Rhône-Alpes,commune,808453.2,4.3873,6483255.6,45.4402,Saint-Etienne,Saint-Étienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6de3,2026-06-29T13:12:11.789Z,POINT (480749.1200372793 5714950.358782938),1,3,1,1,3,1,42222,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Saint-Galmier,Atmo Auvergne-Rhône-Alpes,commune,802808.5,4.3186,6499844.9,45.5904,Saint-Etienne,Saint-Galmier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6de4,2026-06-29T13:12:11.789Z,POINT (482720.5165574478 5691997.781822447),1,3,1,1,3,1,42223,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Saint-Genest-Lerpt,Atmo Auvergne-Rhône-Alpes,commune,804460.6,4.3364,6483826.4,45.4459,Saint-Etienne,Saint-Genest-Lerpt
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6de6,2026-06-29T13:12:11.789Z,POINT (509904.38198255165 5705866.913700324),1,3,1,1,3,1,42225,#f0e641,2026-06-29T16:13:24Z,2026-06-30,2154,Dégradé,Genilac,Atmo Auvergne-Rhône-Alpes,commune,823352.6,4.5805,6493876.6,45.5333,Saint-Etienne,Genilac
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6def,2026-06-29T13:12:11.789Z,POINT (486840.45887176873 5705236.704597868),1,3,1,1,3,1,42234,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Héand,Atmo Auvergne-Rhône-Alpes,commune,807192.3,4.3734,6493133.8,45.5293,Saint-Etienne,Saint-Héand
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6df2,2026-06-29T13:12:11.789Z,POINT (494758.915891715 5692517.018903871),1,3,1,1,3,1,42237,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Jean-Bonnefonds,Atmo Auvergne-Rhône-Alpes,commune,812906.4,4.4445,6484338.6,45.4492,Saint-Etienne,Saint-Jean-Bonnefonds
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6df7,2026-06-29T13:12:11.789Z,POINT (514090.6479805323 5709450.943788531),1,3,1,1,3,1,42242,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Joseph,Atmo Auvergne-Rhône-Alpes,commune,826235.8,4.6182,6496439.6,45.5558,Saint-Etienne,Saint-Joseph
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e04,2026-06-29T13:12:11.789Z,POINT (511579.5698997568 5707615.364749692),1,3,1,1,3,1,42259,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Martin-la-Plaine,Atmo Auvergne-Rhône-Alpes,commune,824502.2,4.5956,6495121.7,45.5443,Saint-Etienne,Saint-Martin-la-Plaine
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e07,2026-06-29T13:12:11.789Z,POINT (465474.7181628452 5685265.538604642),1,3,1,1,3,1,42262,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Maurice-en-Gourgois,Atmo Auvergne-Rhône-Alpes,commune,792422.1,4.1814,6478920.1,45.4035,Saint-Etienne,Saint-Maurice-en-Gourgois
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e09,2026-06-29T13:12:11.789Z,POINT (454244.8448161932 5685192.770144758),1,3,1,1,3,1,42266,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Nizier-de-Fornas,Atmo Auvergne-Rhône-Alpes,commune,784531.6,4.0806,6478756.1,45.403,Saint-Etienne,Saint-Nizier-de-Fornas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e0d,2026-06-29T13:12:11.789Z,POINT (472178.4685437917 5684278.977041278),1,3,1,1,3,1,42270,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Cornillon,Atmo Auvergne-Rhône-Alpes,commune,797143.6,4.2417,6478301.4,45.3973,Saint-Etienne,Saint-Paul-en-Cornillon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e0e,2026-06-29T13:12:11.789Z,POINT (509162.1114624393 5697935.052478521),1,3,1,1,3,1,42271,#f0e641,2026-06-29T16:13:25Z,2026-06-30,2154,Dégradé,Saint-Paul-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,822942.8,4.5739,6488321.9,45.4833,Saint-Etienne,Saint-Paul-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e11,2026-06-29T13:12:11.789Z,POINT (487540.0724882984 5696361.641965153),1,3,1,1,3,1,42275,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,Saint-Priest-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,807791.2,4.3796,6486937.7,45.4734,Saint-Etienne,Saint-Priest-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e19,2026-06-29T13:12:11.789Z,POINT (504800.2629125046 5709442.325402556),1,3,1,1,3,1,42283,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,Saint-Romain-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,819726.1,4.5347,6496303.6,45.5558,Saint-Etienne,Saint-Romain-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e2a,2026-06-29T13:12:11.789Z,POINT (495322.6695534138 5699104.288432696),1,3,1,1,3,1,42302,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,Sorbiers,Atmo Auvergne-Rhône-Alpes,commune,813217.6,4.4496,6488953.6,45.4907,Saint-Etienne,Sorbiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e2d,2026-06-29T13:12:11.789Z,POINT (493708.4756824608 5697653.661104534),1,3,1,1,3,1,42305,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,La Talaudière,Atmo Auvergne-Rhône-Alpes,commune,812103.6,4.4351,6487918.5,45.4816,Saint-Etienne,La Talaudière
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e2f,2026-06-29T13:12:11.789Z,POINT (510181.8657282662 5692130.158253066),1,3,1,1,3,1,42308,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,La Terrasse-sur-Dorlay,Atmo Auvergne-Rhône-Alpes,commune,823739.7,4.583,6484275.5,45.4468,Saint-Etienne,La Terrasse-sur-Dorlay
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e31,2026-06-29T13:12:11.789Z,POINT (488343.8855290551 5698306.954054828),1,3,1,1,3,1,42311,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,La Tour-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,808331.4,4.3869,6488308.1,45.4857,Saint-Etienne,La Tour-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e36,2026-06-29T13:12:11.789Z,POINT (474381.51929842273 5684664.54676792),1,3,1,1,3,1,42316,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,Unieux,Atmo Auvergne-Rhône-Alpes,commune,798687.5,4.2614,6478596,45.3997,Saint-Etienne,Unieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e3a,2026-06-29T13:12:11.789Z,POINT (500147.6077783561 5703977.477497768),1,3,1,1,3,1,42320,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,Valfleury,Atmo Auvergne-Rhône-Alpes,commune,816538.1,4.4929,6492423.2,45.5214,Saint-Etienne,Valfleury
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e3c,2026-06-29T13:12:11.789Z,POINT (502730.9337501976 5687338.703600841),1,3,1,1,3,1,42322,#f0e641,2026-06-29T16:13:26Z,2026-06-30,2154,Dégradé,La Valla-en-Gier,Atmo Auvergne-Rhône-Alpes,commune,818572.9,4.5161,6480819,45.4165,Saint-Etienne,La Valla-en-Gier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_6e42,2026-06-29T13:12:11.789Z,POINT (484526.38637451985 5695456.558120563),1,3,1,1,3,1,42330,#f0e641,2026-06-29T16:13:27Z,2026-06-30,2154,Dégradé,Villars,Atmo Auvergne-Rhône-Alpes,commune,805687.1,4.3526,6486268,45.4677,Saint-Etienne,Villars
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7487,2026-06-29T13:12:11.789Z,POINT (639833.0968592782 5643137.376774846),1,4,2,1,4,1,38057,#ff5050,2026-06-29T16:13:10Z,2026-06-30,2154,Mauvais,Bresson,Atmo Auvergne-Rhône-Alpes,commune,915944.9,5.7477,6452407.8,45.1371,Grenoble,Bresson
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7489,2026-06-29T13:12:11.789Z,POINT (644178.8997239827 5639124.806902286),1,4,1,1,4,1,38059,#ff5050,2026-06-29T16:13:10Z,2026-06-30,2154,Mauvais,Brié Bas,Atmo Auvergne-Rhône-Alpes,commune,919111.4,5.7868,6449692.5,45.1117,Grenoble,Brié-et-Angonnes
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7492,2026-06-29T13:12:11.789Z,POINT (637901.0402255324 5638392.686173809),1,4,1,1,4,1,38068,#ff5050,2026-06-29T16:13:10Z,2026-06-30,2154,Mauvais,Champagnier,Atmo Auvergne-Rhône-Alpes,commune,914696.9,5.7304,6449022.4,45.1071,Grenoble,Champagnier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7495,2026-06-29T13:12:11.789Z,POINT (638329.0922340989 5634551.603123415),1,4,1,1,4,1,38071,#ff5050,2026-06-29T16:13:10Z,2026-06-30,2154,Mauvais,Champ-sur-Drac,Atmo Auvergne-Rhône-Alpes,commune,915092.8,5.7342,6446329.2,45.0827,Grenoble,Champ-sur-Drac
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74b9,2026-06-29T13:12:11.789Z,POINT (631520.1580390503 5640447.096952757),1,4,2,1,4,1,38111,#ff5050,2026-06-29T16:13:11Z,2026-06-30,2154,Mauvais,Claix,Atmo Auvergne-Rhône-Alpes,commune,910142.4,5.673,6450313.8,45.1201,Grenoble,Claix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74c2,2026-06-29T13:12:11.789Z,POINT (640149.9761390255 5654875.918545599),1,4,2,1,4,1,38126,#ff5050,2026-06-29T16:13:11Z,2026-06-30,2154,Mauvais,Montfleury,Atmo Auvergne-Rhône-Alpes,commune,915881,5.7506,6460666.4,45.2115,Grenoble,Corenc
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74d7,2026-06-29T13:12:11.789Z,POINT (649929.0990293869 5653421.851342802),1,4,2,1,4,1,38150,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Domène,Atmo Auvergne-Rhône-Alpes,commune,922809.6,5.8384,6459889,45.2023,Grenoble,Domène
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74d8,2026-06-29T13:12:11.789Z,POINT (636391.1505493193 5644912.87168755),2,4,2,2,4,1,38151,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Échirolles,Atmo Auvergne-Rhône-Alpes,commune,913472.9,5.7168,6453572.4,45.1484,Grenoble,Échirolles
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74de,2026-06-29T13:12:11.789Z,POINT (640179.1300599682 5644805.976714965),1,4,2,1,4,1,38158,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Eybens,Atmo Auvergne-Rhône-Alpes,commune,916148.2,5.7508,6453589.8,45.1477,Grenoble,Eybens
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74e6,2026-06-29T13:12:11.789Z,POINT (633210.9286438085 5651767.414284882),2,4,2,1,4,1,38169,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Fontaine,Atmo Auvergne-Rhône-Alpes,commune,911064.9,5.6882,6458314,45.1918,Grenoble,Fontaine
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74e7,2026-06-29T13:12:11.789Z,POINT (630707.0293311005 5661994.13594275),1,4,1,1,4,1,38170,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Fontanil-Cornillon,Atmo Auvergne-Rhône-Alpes,commune,909057,5.6657,6465436.2,45.2565,Grenoble,Fontanil-Cornillon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74ed,2026-06-29T13:12:11.789Z,POINT (644667.8028565128 5649904.716132447),1,4,2,1,4,1,38179,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Gières,Atmo Auvergne-Rhône-Alpes,commune,919188.5,5.7911,6457285.4,45.18,Grenoble,Gières
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74f3,2026-06-29T13:12:11.789Z,POINT (638577.8117198547 5650921.78697276),2,4,2,2,4,1,38185,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Grenoble,Atmo Auvergne-Rhône-Alpes,commune,914869.3,5.7364,6457849.8,45.1864,Grenoble,Grenoble
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74f5,2026-06-29T13:12:11.789Z,POINT (628406.9309729083 5624963.758529322),1,4,1,1,4,1,38187,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,les Saillants du Gua,Atmo Auvergne-Rhône-Alpes,commune,908310,5.6451,6439336.3,45.0219,Grenoble,Le Gua
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_74f6,2026-06-29T13:12:11.789Z,POINT (644916.6710591838 5643445.7347946735),1,4,1,1,4,1,38188,#ff5050,2026-06-29T16:13:12Z,2026-06-30,2154,Mauvais,Herbeys,Atmo Auvergne-Rhône-Alpes,commune,919524.7,5.7934,6452750.6,45.1391,Grenoble,Herbeys
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7500,2026-06-29T13:12:11.789Z,POINT (639244.3379264448 5636776.887028787),1,4,1,1,4,1,38200,#ff5050,2026-06-29T16:13:13Z,2026-06-30,2154,Mauvais,le Clos Jouvin,Atmo Auvergne-Rhône-Alpes,commune,915684.9,5.7424,6447918.1,45.0968,Grenoble,Jarrie
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7519,2026-06-29T13:12:11.789Z,POINT (643172.2371571927 5654607.999083446),1,4,2,1,4,1,38229,#ff5050,2026-06-29T16:13:13Z,2026-06-30,2154,Mauvais,Meylan,Atmo Auvergne-Rhône-Alpes,commune,918017.6,5.7777,6460552.8,45.2098,Grenoble,Meylan
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_751d,2026-06-29T13:12:11.789Z,POINT (625611.85398116 5617654.379291165),1,4,1,1,4,1,38235,#ff5050,2026-06-29T16:13:13Z,2026-06-30,2154,Mauvais,Lanchâtre,Atmo Auvergne-Rhône-Alpes,commune,906504.4,5.62,6434116.4,44.9754,Grenoble,Miribel-Lanchâtre
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_752c,2026-06-29T13:12:11.789Z,POINT (641518.0566958911 5636526.553933513),1,4,1,1,4,1,38252,#ff5050,2026-06-29T16:13:13Z,2026-06-30,2154,Mauvais,Montchaboud,Atmo Auvergne-Rhône-Alpes,commune,917296.8,5.7629,6447797.9,45.0952,Grenoble,Montchaboud
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7531,2026-06-29T13:12:11.789Z,POINT (631609.6207557752 5664270.893001268),1,4,1,1,4,1,38258,#ff5050,2026-06-29T16:13:14Z,2026-06-30,2154,Mauvais,Mont-Saint-Martin,Atmo Auvergne-Rhône-Alpes,commune,909638.5,5.6738,6467055.5,45.2709,Grenoble,Mont-Saint-Martin
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_753d,2026-06-29T13:12:11.789Z,POINT (647733.4385044011 5651623.147105078),1,4,2,1,4,1,38271,#ff5050,2026-06-29T16:13:14Z,2026-06-30,2154,Mauvais,Murianette,Atmo Auvergne-Rhône-Alpes,commune,921307.1,5.8187,6458569.8,45.1909,Grenoble,Murianette
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7542,2026-06-29T13:12:11.789Z,POINT (634412.5985892325 5623184.753949109),1,4,1,1,4,1,38277,#ff5050,2026-06-29T16:13:14Z,2026-06-30,2154,Mauvais,Notre-Dame-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912600,5.699,6438226.1,45.0106,Grenoble,Notre-Dame-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7544,2026-06-29T13:12:11.789Z,POINT (640959.9186660941 5632580.224387245),1,4,1,1,4,1,38279,#ff5050,2026-06-29T16:13:14Z,2026-06-30,2154,Mauvais,la Commanderie,Atmo Auvergne-Rhône-Alpes,commune,916999.7,5.7578,6445005.8,45.0702,Grenoble,Notre-Dame-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7546,2026-06-29T13:12:11.789Z,POINT (626869.8848524452 5659941.58963989),1,4,1,1,4,1,38281,#ff5050,2026-06-29T16:13:14Z,2026-06-30,2154,Mauvais,le Maupas,Atmo Auvergne-Rhône-Alpes,commune,906402.8,5.6313,6463904.7,45.2435,Grenoble,Noyarey
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_755d,2026-06-29T13:12:11.789Z,POINT (641157.0828187923 5646657.409249184),1,4,1,1,4,1,38309,#ff5050,2026-06-29T16:13:15Z,2026-06-30,2154,Mauvais,Poisat,Atmo Auvergne-Rhône-Alpes,commune,916792.7,5.7596,6454915.7,45.1594,Grenoble,Poisat
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7564,2026-06-29T13:12:11.789Z,POINT (634297.3762194194 5640948.259090301),1,4,2,1,4,1,38317,#ff5050,2026-06-29T16:13:15Z,2026-06-30,2154,Mauvais,Le Pont-de-Claix,Atmo Auvergne-Rhône-Alpes,commune,912090.9,5.698,6450733.1,45.1233,Grenoble,Le Pont-de-Claix
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_756c,2026-06-29T13:12:11.789Z,POINT (634480.9666498707 5662934.776612065),1,4,1,1,4,1,38325,#ff5050,2026-06-29T16:13:15Z,2026-06-30,2154,Mauvais,Proveysieux,Atmo Auvergne-Rhône-Alpes,commune,911692.1,5.6996,6466186.7,45.2625,Grenoble,Proveysieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_756e,2026-06-29T13:12:11.789Z,POINT (636502.4245255375 5661452.624614807),1,4,1,1,4,1,38328,#ff5050,2026-06-29T16:13:15Z,2026-06-30,2154,Mauvais,Quaix-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,913151.3,5.7178,6465195.3,45.2531,Grenoble,Quaix-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7591,2026-06-29T13:12:11.789Z,POINT (648482.2483462456 5628356.654660285),1,4,1,1,4,1,38364,#ff5050,2026-06-29T16:13:16Z,2026-06-30,2154,Mauvais,Saint-Barthélemy-de-Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,922421,5.8254,6442219,45.0434,Grenoble,Saint-Barthélemy-de-Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75a0,2026-06-29T13:12:11.789Z,POINT (632467.6303070772 5658394.659462735),1,4,1,1,4,1,38382,#ff5050,2026-06-29T16:13:16Z,2026-06-30,2154,Mauvais,Saint-Égrève,Atmo Auvergne-Rhône-Alpes,commune,910382.7,5.6816,6462951.3,45.2337,Grenoble,Saint-Égrève
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75a5,2026-06-29T13:12:11.789Z,POINT (634655.4808521345 5627587.784258849),1,4,1,1,4,1,38388,#ff5050,2026-06-29T16:13:16Z,2026-06-30,2154,Mauvais,Saint-Georges-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912665.6,5.7012,6441335.1,45.0385,Grenoble,Saint-Georges-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75c5,2026-06-29T13:12:11.789Z,POINT (640661.9878678791 5650494.575668583),1,4,2,2,4,1,38421,#ff5050,2026-06-29T16:13:17Z,2026-06-30,2154,Mauvais,Saint-Martin-d'Hères,Atmo Auvergne-Rhône-Alpes,commune,916349.3,5.7552,6457600.7,45.1837,Grenoble,Saint-Martin-d'Hères
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75c7,2026-06-29T13:12:11.789Z,POINT (635134.5417985106 5654483.531565944),2,4,2,1,4,1,38423,#ff5050,2026-06-29T16:13:17Z,2026-06-30,2154,Mauvais,Saint-Martin-le-Vinoux,Atmo Auvergne-Rhône-Alpes,commune,912355.7,5.7055,6460268.6,45.209,Grenoble,Saint-Martin-le-Vinoux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75d3,2026-06-29T13:12:11.789Z,POINT (628201.6429659445 5632869.9421933275),1,4,1,1,4,1,38436,#ff5050,2026-06-29T16:13:17Z,2026-06-30,2154,Mauvais,Saint-Paul-de-Varces,Atmo Auvergne-Rhône-Alpes,commune,907978.3,5.6432,6444901.4,45.072,Grenoble,Saint-Paul-de-Varces
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75db,2026-06-29T13:12:11.789Z,POINT (641645.8286705945 5629706.633181034),1,4,1,1,4,1,38445,#ff5050,2026-06-29T16:13:17Z,2026-06-30,2154,Mauvais,le Petit David,Atmo Auvergne-Rhône-Alpes,commune,917555.2,5.764,6442998.9,45.052,Grenoble,Saint-Pierre-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75f2,2026-06-29T13:12:11.789Z,POINT (643205.8855308895 5662455.043427564),1,4,1,1,4,1,38471,#ff5050,2026-06-29T16:13:18Z,2026-06-30,2154,Mauvais,Le Sappey-en-Chartreuse,Atmo Auvergne-Rhône-Alpes,commune,917847.4,5.778,6466063.2,45.2594,Grenoble,Le Sappey-en-Chartreuse
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75f4,2026-06-29T13:12:11.789Z,POINT (630478.9609552599 5654114.847730278),1,4,2,1,4,1,38474,#ff5050,2026-06-29T16:13:18Z,2026-06-30,2154,Mauvais,Sassenage,Atmo Auvergne-Rhône-Alpes,commune,909083.1,5.6637,6459898,45.2067,Grenoble,Sassenage
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75f7,2026-06-29T13:12:11.789Z,POINT (649480.1397112533 5630229.41961243),1,4,1,1,4,1,38478,#ff5050,2026-06-29T16:13:18Z,2026-06-30,2154,Mauvais,Séchilienne,Atmo Auvergne-Rhône-Alpes,commune,923079,5.8344,6443563.5,45.0553,Grenoble,Séchilienne
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75fd,2026-06-29T13:12:11.789Z,POINT (634119.5966631962 5649990.46520755),2,4,2,1,4,1,38485,#ff5050,2026-06-29T16:13:18Z,2026-06-30,2154,Mauvais,les Îles,Atmo Auvergne-Rhône-Alpes,commune,911748.2,5.6964,6457087.1,45.1806,Grenoble,Seyssinet-Pariset
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_75fe,2026-06-29T13:12:11.789Z,POINT (633026.0678509278 5647084.3726043785),1,4,2,1,4,1,38486,#ff5050,2026-06-29T16:13:18Z,2026-06-30,2154,Mauvais,Seyssins,Atmo Auvergne-Rhône-Alpes,commune,911046.6,5.6866,6455018,45.1621,Grenoble,Seyssins
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7617,2026-06-29T13:12:11.789Z,POINT (638759.2203764676 5653863.875743425),1,4,2,2,4,1,38516,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,La Tronche,Atmo Auvergne-Rhône-Alpes,commune,914925.5,5.7381,6459921.4,45.2051,Grenoble,La Tronche
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_761e,2026-06-29T13:12:11.789Z,POINT (632470.3520436127 5635180.8207722055),1,4,1,1,4,1,38524,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,Varces,Atmo Auvergne-Rhône-Alpes,commune,910939.1,5.6816,6446630.2,45.0867,Grenoble,Varces-Allières-et-Risset
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7621,2026-06-29T13:12:11.789Z,POINT (646045.7801341333 5637838.211841329),1,4,1,1,4,1,38528,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,les Meynards,Atmo Auvergne-Rhône-Alpes,commune,920461.6,5.8035,6448833.8,45.1036,Grenoble,Vaulnaveys-le-Bas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7622,2026-06-29T13:12:11.789Z,POINT (646891.365417312 5640303.305174108),1,4,1,1,4,1,38529,#ff5050,2026-06-29T16:13:19Z,2026-06-30,2154,Mauvais,Vaulnaveys-le-Haut,Atmo Auvergne-Rhône-Alpes,commune,920996.9,5.8111,6450589.6,45.1192,Grenoble,Vaulnaveys-le-Haut
