FID,date_maj,the_geom,code_no2,code_o3,code_pm10,code_pm25,code_qual,code_so2,code_zone,coul_qual,date_dif,date_ech,epsg_reg,lib_qual,lib_zone,source,type_zone,x_reg,x_wgs84,y_reg,y_wgs84,metropole,nom_commune
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f73,2026-06-29T13:12:11.789Z,POINT (511579.5698997568 5707615.364749692),1,3,1,1,3,1,42259,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Martin-la-Plaine,Atmo Auvergne-Rhône-Alpes,commune,824502.2,4.5956,6495121.7,45.5443,Saint-Etienne,Saint-Martin-la-Plaine
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f76,2026-06-29T13:12:11.789Z,POINT (465474.7181628452 5685265.538604642),1,3,1,1,3,1,42262,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Maurice-en-Gourgois,Atmo Auvergne-Rhône-Alpes,commune,792422.1,4.1814,6478920.1,45.4035,Saint-Etienne,Saint-Maurice-en-Gourgois
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f78,2026-06-29T13:12:11.789Z,POINT (454244.8448161932 5685192.770144758),1,3,1,1,3,1,42266,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Nizier-de-Fornas,Atmo Auvergne-Rhône-Alpes,commune,784531.6,4.0806,6478756.1,45.403,Saint-Etienne,Saint-Nizier-de-Fornas
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f7c,2026-06-29T13:12:11.789Z,POINT (472178.4685437917 5684278.977041278),1,3,1,1,3,1,42270,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Cornillon,Atmo Auvergne-Rhône-Alpes,commune,797143.6,4.2417,6478301.4,45.3973,Saint-Etienne,Saint-Paul-en-Cornillon
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f7d,2026-06-29T13:12:11.789Z,POINT (509162.1114624393 5697935.052478521),1,3,1,1,3,1,42271,#f0e641,2026-06-29T16:13:25Z,2026-07-01,2154,Dégradé,Saint-Paul-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,822942.8,4.5739,6488321.9,45.4833,Saint-Etienne,Saint-Paul-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f80,2026-06-29T13:12:11.789Z,POINT (487540.0724882984 5696361.641965153),1,3,1,1,3,1,42275,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Saint-Priest-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,807791.2,4.3796,6486937.7,45.4734,Saint-Etienne,Saint-Priest-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f88,2026-06-29T13:12:11.789Z,POINT (504800.2629125046 5709442.325402556),1,3,1,1,3,1,42283,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Saint-Romain-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,819726.1,4.5347,6496303.6,45.5558,Saint-Etienne,Saint-Romain-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f99,2026-06-29T13:12:11.789Z,POINT (495322.6695534138 5699104.288432696),1,3,1,1,3,1,42302,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Sorbiers,Atmo Auvergne-Rhône-Alpes,commune,813217.6,4.4496,6488953.6,45.4907,Saint-Etienne,Sorbiers
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f9c,2026-06-29T13:12:11.789Z,POINT (493708.4756824608 5697653.661104534),1,3,1,1,3,1,42305,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,La Talaudière,Atmo Auvergne-Rhône-Alpes,commune,812103.6,4.4351,6487918.5,45.4816,Saint-Etienne,La Talaudière
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f9e,2026-06-29T13:12:11.789Z,POINT (519645.1519437947 5709057.901616148),1,3,1,1,3,1,42307,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Tartaras,Atmo Auvergne-Rhône-Alpes,commune,830133.6,4.6681,6496246.1,45.5533,Saint-Etienne,Tartaras
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7f9f,2026-06-29T13:12:11.789Z,POINT (510181.8657282662 5692130.158253066),1,3,1,1,3,1,42308,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,La Terrasse-sur-Dorlay,Atmo Auvergne-Rhône-Alpes,commune,823739.7,4.583,6484275.5,45.4468,Saint-Etienne,La Terrasse-sur-Dorlay
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7fa1,2026-06-29T13:12:11.789Z,POINT (488343.8855290551 5698306.954054828),1,3,1,1,3,1,42311,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,La Tour-en-Jarez,Atmo Auvergne-Rhône-Alpes,commune,808331.4,4.3869,6488308.1,45.4857,Saint-Etienne,La Tour-en-Jarez
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7fa6,2026-06-29T13:12:11.789Z,POINT (474381.51929842273 5684664.54676792),1,3,1,1,3,1,42316,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Unieux,Atmo Auvergne-Rhône-Alpes,commune,798687.5,4.2614,6478596,45.3997,Saint-Etienne,Unieux
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7faa,2026-06-29T13:12:11.789Z,POINT (500147.6077783561 5703977.477497768),1,3,1,1,3,1,42320,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,Valfleury,Atmo Auvergne-Rhône-Alpes,commune,816538.1,4.4929,6492423.2,45.5214,Saint-Etienne,Valfleury
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7fac,2026-06-29T13:12:11.789Z,POINT (502730.9337501976 5687338.703600841),1,3,1,1,3,1,42322,#f0e641,2026-06-29T16:13:26Z,2026-07-01,2154,Dégradé,La Valla-en-Gier,Atmo Auvergne-Rhône-Alpes,commune,818572.9,4.5161,6480819,45.4165,Saint-Etienne,La Valla-en-Gier
ind_atmo_2021.fid-3d3c9ea3_19f17b50f06_7fb2,2026-06-29T13:12:11.789Z,POINT (484526.38637451985 5695456.558120563),1,3,1,1,3,1,42330,#f0e641,2026-06-29T16:13:27Z,2026-07-01,2154,Dégradé,Villars,Atmo Auvergne-Rhône-Alpes,commune,805687.1,4.3526,6486268,45.4677,Saint-Etienne,Villars
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7997,2026-06-29T13:12:11.789Z,POINT (638329.0922340989 5634551.603123415),1,4,1,1,4,1,38071,#ff5050,2026-06-29T16:13:10Z,2026-07-01,2154,Mauvais,Champ-sur-Drac,Atmo Auvergne-Rhône-Alpes,commune,915092.8,5.7342,6446329.2,45.0827,Grenoble,Champ-sur-Drac
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7979,2026-06-29T13:12:11.789Z,POINT (640149.9761390255 5654875.918545599),1,4,1,1,4,1,38126,#ff5050,2026-06-29T16:13:11Z,2026-07-01,2154,Mauvais,Montfleury,Atmo Auvergne-Rhône-Alpes,commune,915881,5.7506,6460666.4,45.2115,Grenoble,Corenc
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-795d,2026-06-29T13:12:11.789Z,POINT (644667.8028565128 5649904.716132447),1,4,2,1,4,1,38179,#ff5050,2026-06-29T16:13:12Z,2026-07-01,2154,Mauvais,Gières,Atmo Auvergne-Rhône-Alpes,commune,919188.5,5.7911,6457285.4,45.18,Grenoble,Gières
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7959,2026-06-29T13:12:11.789Z,POINT (638577.8117198547 5650921.78697276),2,4,2,1,4,1,38185,#ff5050,2026-06-29T16:13:12Z,2026-07-01,2154,Mauvais,Grenoble,Atmo Auvergne-Rhône-Alpes,commune,914869.3,5.7364,6457849.8,45.1864,Grenoble,Grenoble
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7958,2026-06-29T13:12:11.789Z,POINT (644916.6710591838 5643445.7347946735),1,4,1,1,4,1,38188,#ff5050,2026-06-29T16:13:12Z,2026-07-01,2154,Mauvais,Herbeys,Atmo Auvergne-Rhône-Alpes,commune,919524.7,5.7934,6452750.6,45.1391,Grenoble,Herbeys
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7943,2026-06-29T13:12:11.789Z,POINT (643172.2371571927 5654607.999083446),1,4,2,1,4,1,38229,#ff5050,2026-06-29T16:13:13Z,2026-07-01,2154,Mauvais,Meylan,Atmo Auvergne-Rhône-Alpes,commune,918017.6,5.7777,6460552.8,45.2098,Grenoble,Meylan
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-792b,2026-06-29T13:12:11.789Z,POINT (647733.4385044011 5651623.147105078),1,4,1,1,4,1,38271,#ff5050,2026-06-29T16:13:14Z,2026-07-01,2154,Mauvais,Murianette,Atmo Auvergne-Rhône-Alpes,commune,921307.1,5.8187,6458569.8,45.1909,Grenoble,Murianette
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7927,2026-06-29T13:12:11.789Z,POINT (634412.5985892325 5623184.753949109),1,4,1,1,4,1,38277,#ff5050,2026-06-29T16:13:14Z,2026-07-01,2154,Mauvais,Notre-Dame-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912600,5.699,6438226.1,45.0106,Grenoble,Notre-Dame-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7925,2026-06-29T13:12:11.789Z,POINT (640959.9186660941 5632580.224387245),1,4,1,1,4,1,38279,#ff5050,2026-06-29T16:13:14Z,2026-07-01,2154,Mauvais,la Commanderie,Atmo Auvergne-Rhône-Alpes,commune,916999.7,5.7578,6445005.8,45.0702,Grenoble,Notre-Dame-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7923,2026-06-29T13:12:11.789Z,POINT (626869.8848524452 5659941.58963989),1,4,1,1,4,1,38281,#ff5050,2026-06-29T16:13:14Z,2026-07-01,2154,Mauvais,le Maupas,Atmo Auvergne-Rhône-Alpes,commune,906402.8,5.6313,6463904.7,45.2435,Grenoble,Noyarey
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7913,2026-06-29T13:12:11.789Z,POINT (641157.0828187923 5646657.409249184),1,4,1,1,4,1,38309,#ff5050,2026-06-29T16:13:15Z,2026-07-01,2154,Mauvais,Poisat,Atmo Auvergne-Rhône-Alpes,commune,916792.7,5.7596,6454915.7,45.1594,Grenoble,Poisat
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78e9,2026-06-29T13:12:11.789Z,POINT (632467.6303070772 5658394.659462735),1,4,1,1,4,1,38382,#ff5050,2026-06-29T16:13:16Z,2026-07-01,2154,Mauvais,Saint-Égrève,Atmo Auvergne-Rhône-Alpes,commune,910382.7,5.6816,6462951.3,45.2337,Grenoble,Saint-Égrève
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78e5,2026-06-29T13:12:11.789Z,POINT (634655.4808521345 5627587.784258849),1,4,1,1,4,1,38388,#ff5050,2026-06-29T16:13:16Z,2026-07-01,2154,Mauvais,Saint-Georges-de-Commiers,Atmo Auvergne-Rhône-Alpes,commune,912665.6,5.7012,6441335.1,45.0385,Grenoble,Saint-Georges-de-Commiers
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78d5,2026-06-29T13:12:11.789Z,POINT (640661.9878678791 5650494.575668583),2,4,2,1,4,1,38421,#ff5050,2026-06-29T16:13:17Z,2026-07-01,2154,Mauvais,Saint-Martin-d'Hères,Atmo Auvergne-Rhône-Alpes,commune,916349.3,5.7552,6457600.7,45.1837,Grenoble,Saint-Martin-d'Hères
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78d3,2026-06-29T13:12:11.789Z,POINT (635134.5417985106 5654483.531565944),1,4,1,1,4,1,38423,#ff5050,2026-06-29T16:13:17Z,2026-07-01,2154,Mauvais,Saint-Martin-le-Vinoux,Atmo Auvergne-Rhône-Alpes,commune,912355.7,5.7055,6460268.6,45.209,Grenoble,Saint-Martin-le-Vinoux
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78cb,2026-06-29T13:12:11.789Z,POINT (641645.8286705945 5629706.633181034),1,4,1,1,4,1,38445,#ff5050,2026-06-29T16:13:17Z,2026-07-01,2154,Mauvais,le Petit David,Atmo Auvergne-Rhône-Alpes,commune,917555.2,5.764,6442998.9,45.052,Grenoble,Saint-Pierre-de-Mésage
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78b8,2026-06-29T13:12:11.789Z,POINT (630478.9609552599 5654114.847730278),1,4,1,1,4,1,38474,#ff5050,2026-06-29T16:13:18Z,2026-07-01,2154,Mauvais,Sassenage,Atmo Auvergne-Rhône-Alpes,commune,909083.1,5.6637,6459898,45.2067,Grenoble,Sassenage
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-78a2,2026-06-29T13:12:11.789Z,POINT (638759.2203764676 5653863.875743425),1,4,2,1,4,1,38516,#ff5050,2026-06-29T16:13:19Z,2026-07-01,2154,Mauvais,La Tronche,Atmo Auvergne-Rhône-Alpes,commune,914925.5,5.7381,6459921.4,45.2051,Grenoble,La Tronche
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-789d,2026-06-29T13:12:11.789Z,POINT (632470.3520436127 5635180.8207722055),1,4,1,1,4,1,38524,#ff5050,2026-06-29T16:13:19Z,2026-07-01,2154,Mauvais,Varces,Atmo Auvergne-Rhône-Alpes,commune,910939.1,5.6816,6446630.2,45.0867,Grenoble,Varces-Allières-et-Risset
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7898,2026-06-29T13:12:11.789Z,POINT (646095.5779403693 5648682.985013957),1,4,1,1,4,1,38533,#ff5050,2026-06-29T16:13:19Z,2026-07-01,2154,Mauvais,Venon,Atmo Auvergne-Rhône-Alpes,commune,920225.8,5.804,6456462.4,45.1723,Grenoble,Venon
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7894,2026-06-29T13:12:11.789Z,POINT (624816.919948837 5664464.78351673),1,4,1,1,4,1,38540,#ff5050,2026-06-29T16:13:19Z,2026-07-01,2154,Mauvais,Veurey-Voroize,Atmo Auvergne-Rhône-Alpes,commune,904851.6,5.6128,6467031.4,45.2721,Grenoble,Veurey-Voroize
ind_atmo_2021.fid-3d3c9ea3_19f17b5c11f_-7890,2026-06-29T13:12:11.789Z,POINT (631073.1989871077 5630397.396297987),1,4,1,1,4,1,38545,#ff5050,2026-06-29T16:13:19Z,2026-07-01,2154,Mauvais,Vif,Atmo Auvergne-Rhône-Alpes,commune,910066.1,5.669,6443228.3,45.0564,Grenoble,Vif
