CODGEO,LIBGEO,ILTR1_SEXE1_TRANS_191,ILTR1_SEXE1_TRANS_192,ILTR1_SEXE1_TRANS_193,ILTR1_SEXE1_TRANS_194,ILTR1_SEXE1_TRANS_195,ILTR1_SEXE1_TRANS_196,ILTR1_SEXE2_TRANS_191,ILTR1_SEXE2_TRANS_192,ILTR1_SEXE2_TRANS_193,ILTR1_SEXE2_TRANS_194,ILTR1_SEXE2_TRANS_195,ILTR1_SEXE2_TRANS_196,ILTR2_SEXE1_TRANS_191,ILTR2_SEXE1_TRANS_192,ILTR2_SEXE1_TRANS_193,ILTR2_SEXE1_TRANS_194,ILTR2_SEXE1_TRANS_195,ILTR2_SEXE1_TRANS_196,ILTR2_SEXE2_TRANS_191,ILTR2_SEXE2_TRANS_192,ILTR2_SEXE2_TRANS_193,ILTR2_SEXE2_TRANS_194,ILTR2_SEXE2_TRANS_195,ILTR2_SEXE2_TRANS_196,ILTR3_SEXE1_TRANS_191,ILTR3_SEXE1_TRANS_192,ILTR3_SEXE1_TRANS_193,ILTR3_SEXE1_TRANS_194,ILTR3_SEXE1_TRANS_195,ILTR3_SEXE1_TRANS_196,ILTR3_SEXE2_TRANS_191,ILTR3_SEXE2_TRANS_192,ILTR3_SEXE2_TRANS_193,ILTR3_SEXE2_TRANS_194,ILTR3_SEXE2_TRANS_195,ILTR3_SEXE2_TRANS_196,ILTR4_SEXE1_TRANS_191,ILTR4_SEXE1_TRANS_192,ILTR4_SEXE1_TRANS_193,ILTR4_SEXE1_TRANS_194,ILTR4_SEXE1_TRANS_195,ILTR4_SEXE1_TRANS_196,ILTR4_SEXE2_TRANS_191,ILTR4_SEXE2_TRANS_192,ILTR4_SEXE2_TRANS_193,ILTR4_SEXE2_TRANS_194,ILTR4_SEXE2_TRANS_195,ILTR4_SEXE2_TRANS_196,ILTR5_SEXE1_TRANS_191,ILTR5_SEXE1_TRANS_192,ILTR5_SEXE1_TRANS_193,ILTR5_SEXE1_TRANS_194,ILTR5_SEXE1_TRANS_195,ILTR5_SEXE1_TRANS_196,ILTR5_SEXE2_TRANS_191,ILTR5_SEXE2_TRANS_192,ILTR5_SEXE2_TRANS_193,ILTR5_SEXE2_TRANS_194,ILTR5_SEXE2_TRANS_195,ILTR5_SEXE2_TRANS_196
38151,Échirolles,71.9671470123,316.8066082113,147.102286224,12.2847478348,1189.6621839858,302.3949341708,164.1068373755,421.9422422649,85.7604023558,4.3267953287,805.029877083,419.042075932,8.0359552475,103.4016957502,293.3998398037,92.0615074415,3763.0865415773,757.5990694845,3.4292742662,79.2942233071,120.4580420048,3.7215500214,2717.3310619288,1265.4913002482,0,0,0,0,111.4999617043,13.6629331811,0,0,0,0,33.6220306625,23.1875527206,0,1.3662804856,3.9139635666,0,64.9132374339,22.4365389169,0,7.9945109757,0,0,21.2606666672,14.7016170455,1.0799120101,0,0,0,18.8201319028,0,4.3902956707,0,0,0,0,0
38158,Eybens,37.131911519,92.0203166505,44.9785444218,2.9050805673,239.4772129127,15.275047325,70.3055726388,96.2454786185,23.4574858455,0,172.0214216446,23.9104838639,2.9710585903,15.6260550749,133.2210987682,29.4283491447,1456.6854304809,117.940160104,0,11.2407763523,118.4401241819,0,1302.3173138187,343.3051580605,0,0,0,0,58.0568984052,6.0771800784,0,0,0,0,21.8848433252,4.8517744319,0,0,5.0167384865,0,13.5961806257,2.9710585903,0,0,0,0,18.5949018591,0,0,0,0,0,0,0,0,0,0,0,0,0
38169,Fontaine,105.7545830924,107.5357381051,89.7019067604,14.8179176534,510.6443827829,138.5132836023,170.2964985063,152.0552496074,84.3784771923,4.2704916219,386.710961501,216.0155294393,7.5331833397,74.8693232992,625.390430877,56.9522937234,2560.1860085762,727.7556529044,25.3420295165,66.1779820922,405.6721525174,13.8957598948,1749.6530525814,1298.9662159457,5.5872832834,8.9789654019,4.2947125307,0,92.844002424,27.5515117902,0,0,0,0,33.2920342734,33.7734304867,0,0,0,4.6842528712,11.3636700895,11.1953377324,0,3.4658219982,4.2947125307,0,7.3815048199,3.5811097205,0,0,0,0,11.9309929773,0,0,3.1008710094,0,0,0,3.7737352428
38170,Fontanil-Cornillon,15.1942905662,14.6204699315,9.8279892948,0,54.5102878323,5.0368552317,24.617123066,24.6928338213,5.0368552317,0,59.7901931026,4.8734899772,4.9544993176,4.9544993176,54.3469001944,14.8648445265,476.6478468316,44.5985736664,0,4.9544993176,14.8648445265,0,457.947100269,119.2630156597,0,0,0,0,15.2780154373,5.1205801028,0,0,0,0,14.8675600571,0,0,0,0,0,0,5.1205801028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38179,Gières,15.042646405,25.1098409439,45.2704067243,5.0012608365,100.3488818535,4.9883729138,35.1122957644,45.1536144803,20.0567949921,0,55.2339975634,10.0413855685,5.0271366595,25.1616594423,145.3990596361,20.0568951418,958.386886179,225.9114420332,0,10.0672613914,105.3630970345,5.0141820564,838.2120960724,401.4475450934,0,5.0401247319,0,0,75.3682864051,20.0827709647,0,0,0,0,20.0827709647,15.0425795525,0,0,0,5.0141820564,5.0012608365,15.0943980509,0,10.0802494639,0,0,0,0,0,0,0,0,5.0141820564,0,0,0,5.0271366595,0,0,0
38185,Grenoble,991.8285340601,3602.7762689711,5293.5406804917,200.0785206205,5428.9190524294,3953.6645693893,1134.2687081202,4286.3100889968,4364.383974918,74.1834061106,3488.0756234456,6081.1150804817,23.5795377089,279.4042673847,2729.3212932522,198.527893408,7383.5752541175,3691.2196508774,4.855069993,279.5211782347,1890.5677792082,11.7636386164,5284.0265399062,4070.8446212791,2.511319602,30.1693910623,46.3921797633,7.5223518279,614.5172304607,231.2729890367,17.3270720874,25.1785468475,12.8132083487,4.2664063655,255.5561915477,243.414110756,6.3545296135,38.2602174698,45.7775259843,2.6417844283,204.1466543217,243.9073238978,11.9334272784,4.7948474985,14.7347159062,1.0874744796,56.2425345502,167.9403922481,11.8040619339,1.1427727475,7.7265471469,4.8946980994,49.4886529247,12.5650409689,5.1198429617,21.5393451957,3.5192444471,0,25.5621908649,24.0193341678
38187,Le Gua,0,4.7244597717,0,0,63.1729073756,0,19.4183445949,4.7244597717,4.9313132135,0,63.2954116121,0,4.8267785219,14.2756980653,5.0381118379,0,304.0019405112,19.3227717084,0,4.8267785219,0,0,247.0529998471,43.8748030845,0,0,0,0,0,0,0,0,0,0,0,0,4.9313132135,0,0,0,5.0381118379,9.5512382936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38188,Herbeys,5.0234611857,0,10.3255817635,0,25.7608152124,0,15.5331393796,15.0703835572,0,0,15.1616035499,0,0,0,15.3456999802,0,218.9692845593,0,0,0,0,5.3021205778,194.0227327275,15.0720104596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1146811784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38200,Jarrie,0,15.4018796633,5.1696134988,0,143.2493475135,0,20.3564175196,5.1696134988,5.0620816167,0,97.3134388349,0,0,5.1155650184,30.6967570125,30.588112635,588.125206351,25.6324386511,0,0,0,0,670.4060579648,41.2499531276,0,0,0,0,15.2937767322,0,0,0,0,0,0,0,0,0,0,0,10.0723514977,0,0,0,0,0,4.9567864793,0,5.0620816167,0,0,0,0,5.1155650184,5.0620816167,0,0,0,0,0
38229,Meylan,145.994752079,174.7800490417,144.4237481861,14.2297092612,469.4351954651,45.5361422762,116.2445802891,246.0948243519,109.9501541667,1.444067425,458.4711967352,105.2467059838,9.1829604232,27.3780694389,463.0097424589,54.034189444,1847.7296706765,355.2980171959,9.8210459774,26.9972596114,291.0762764309,11.2196713589,1802.5507115461,565.3311709927,5.3132438934,1.0996567078,7.4049802393,0,90.2566141909,33.4735525932,0,1.444067425,3.7486485615,0,68.9657315093,17.1731457447,0,3.9900445625,0,0,31.8173739806,18.8885049329,0,3.6358008566,0,0,11.9370335758,21.440470456,0,1.2156584368,0,0,2.4644299092,0,0,0,0,0,6.6661690727,0
38235,Miribel-Lanchâtre,0,4.9829185258,0,0,9.9824411999,0,5.128813915,9.6863787354,0,0,25.2189554395,0,0,0,0,0,99.1411986399,5.2789809903,0,0,0,0,68.9350529883,4.9829185258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38252,Montchaboud,0,0,0,0,23.3728915577,0,4.6544889086,0,0,0,0,0,0,0,0,4.6745653314,46.7861308499,0,0,0,4.6745653314,0,56.2258328011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38258,Mont-Saint-Martin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3808337005,0,0,0,0,0,16.3808337005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38271,Murianette,0,0,0,0,10.3535192841,0,4.8086966244,0,0,0,0,0,0,0,0,0,164.7762870865,14.7906983434,0,0,9.6173932488,0,144.2136582372,21.2780183725,0,0,0,0,0,5.5655591716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38277,Notre-Dame-de-Commiers,4.7614583787,0,0,0,11.1391784774,0,5.5695892387,16.3231113896,0,0,4.7614583787,0,0,0,0,0,127.730280569,0,0,0,0,0,109.3953157407,5.1496958499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38279,Notre-Dame-de-Mésage,0,0,0,0,9.4899138735,0,9.735479204,5.1263512452,0,0,9.2443485431,0,0,4.6221742716,0,0,205.1454831338,5.1263512452,0,0,0,0,205.2480241101,5.1263512452,0,4.867739602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6221742716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38281,Noyarey,4.6930762151,0,0,0,37.9675609359,0,23.7185639406,9.4695669453,0,0,9.8091817804,4.8613878511,0,0,47.5307925427,4.6930762151,372.4854441108,10.2591112468,4.6930762151,0,14.1626431604,0,343.5700663693,52.2268080775,0,0,0,0,14.4992664324,0,0,0,0,0,4.7764907302,0,0,0,0,0,4.6930762151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38309,Poisat,5.0196022259,0,0,0,20.1557235079,0,0,5.1708951071,0,0,14.9108501237,0,0,0,50.1253637565,9.8912478978,245.9373711984,39.4663308358,0,0,34.918584216,4.9456239489,235.5269747363,45.0112963135,0,0,0,0,0,0,0,0,0,0,4.9456239489,0,0,0,0,0,5.0946870944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38317,Le Pont-de-Claix,34.7021170233,109.1596064116,61.7945144098,0,255.4746523873,29.7383134078,64.1141801824,165.9171720062,41.2024557948,0,222.1842630577,67.683372912,4.0658186015,8.3852294857,86.4721598878,8.784491372,1403.5168330189,204.13480228,0,17.1004790211,25.4936400207,3.0522054477,1089.4318457683,396.8311819529,0,0,0,0,39.7716588463,11.9228661133,0,0,0,0,12.3833974652,1.2798860427,0,0,0,0,4.0531379952,0,0,0,0,0,6.5962241906,0,0,0,0,0,9.9328104213,0,0,0,0,0,0,0
38325,Proveysieux,0,0,0,0,14.7718854801,0,0,0,0,0,4.923600409,0,0,0,0,4.9233293719,83.705272988,14.7716143982,0,0,0,0,103.4004878549,0,0,0,0,0,4.923600409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38328,Quaix-en-Chartreuse,4.8969991137,0,0,0,15.3569050089,5.3441936638,4.6876366837,0,0,0,10.9270733536,5.1157122314,0,0,5.1157122314,0,214.4923557254,5.5828796899,0,0,0,0,166.8218343931,4.8969991137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6876366837,0,0,5.3441936638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38364,Saint-Barthélemy-de-Séchilienne,4.7998669876,0,0,0,4.8327182326,0,4.7998669876,0,0,0,9.6330333727,0,0,0,0,0,91.4645578542,0,0,0,0,0,67.2010547012,4.8327182326,0,0,0,0,4.7672390546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7672390546,0,0,0,0,0,0,0,0,0,0,0,0,0
38382,Saint-Égrève,74.4509261222,115.1764395063,135.886355076,20.5448392223,468.2432110297,84.0676674959,123.793860375,135.5817166642,59.7646203266,0,483.8505827149,90.3831242478,6.0520597864,6.1343218591,495.9382126907,29.6866097786,1700.6684650552,417.8300273113,2.444216781,9.3888999482,255.1508537963,7.0773115057,1746.6613189501,620.3013156799,0,0,0,0,64.4515154162,10.634115232,0,0,0,0,7.6998869587,7.8704483892,0,0,0,3.8733503006,23.647003514,12.3782949515,0,0,0,0,8.3916148974,9.1045588797,0,3.4083073727,0,0,3.9110318492,0,0,0,0,0,0,7.7927587187
38388,Saint-Georges-de-Commiers,10.4532102478,5.2867224446,0,0,68.0054798092,5.2522493988,20.9405010794,5.2350972632,0,0,47.1504038768,0,0,0,5.2180011409,0,476.7396397873,26.1927504782,0,0,0,5.200960849,450.6834345997,36.680041127,0,0,0,0,15.7396522576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2180011409,0,0,0,0,0,0,0,0,0,0,0,0,0
38421,Saint-Martin-d'Hères,111.7047330384,362.318022301,292.2154593395,31.8034600099,1063.8476811354,221.5397191115,244.7199228794,366.287376269,246.3588447963,8.8098799898,1046.9950252699,367.8773703577,17.0879426867,125.9452183678,867.5099236128,81.3824903903,3459.2527483671,953.2538635814,10.1771242328,68.796864572,526.6750517917,3.9716068298,2807.5762710029,1294.9395670808,4.9826809033,1.3967762177,13.760415832,1.504415506,234.4525186731,45.047395231,5.338764288,6.6398592466,0,0,58.3627146697,20.4465445076,0,0,0,0,49.7505558728,19.455456414,3.7792210624,4.895774971,0,0,27.6383849406,20.0529717975,0,0,0,0,8.743395102,10.3201557648,3.7792210624,0,0,0,9.0748623753,0
38423,Saint-Martin-le-Vinoux,30.3199744113,15.7841235504,0,0,96.4110132864,10.1950928378,15.3617652649,29.6467163361,0,0,95.5659853591,29.7960692928,0,40.6496198593,85.5459460624,25.7026106435,661.1344323902,225.8676340241,0,0,55.9027338008,5.0284204107,550.1147686223,325.4664487191,0,0,0,0,20.4051867244,15.2272126548,0,0,0,0,9.791336017,10.0605402277,0,0,0,0,0,5.0284204107,0,0,0,0,5.3087255616,0,0,0,0,0,0,0,0,0,0,0,0,0
38436,Saint-Paul-de-Varces,0,0,0,4.7576976505,44.4556243336,0,25.0484228042,0,0,0,15.095526252,0,0,0,9.7167430652,0,432.4444110602,0,0,0,9.5153953011,0,471.8512326501,4.9590454146,0,0,0,0,10.1279597154,4.5645250328,0,0,0,0,0,0,0,0,4.7576976505,0,5.1689143007,15.095526252,0,0,4.7576976505,0,0,5.1689143007,0,0,0,0,0,0,0,0,0,0,0,0
38445,Saint-Pierre-de-Mésage,0,0,0,5.0507508296,10.0132043431,0,5.1406192267,0,0,0,25.6243381065,0,0,0,0,0,132.6913942791,0,0,0,0,0,111.9396138234,5.0507508296,0,0,0,0,0,0,0,0,0,0,5.1406192267,0,0,0,5.0507508296,0,0,0,0,0,0,0,10.1015016593,0,0,0,0,0,0,0,0,0,0,0,0,0
38471,Le Sappey-en-Chartreuse,20.0034171391,10.0291852272,0,0,9.9938758801,4.9949763137,34.9844627757,19.9916658022,0,0,19.9994938839,4.9910622716,0,0,0,4.9949763137,170.0212713914,14.984928941,0,4.9949763137,0,0,184.9709155889,15.0006004588,0,0,0,0,10.0056302912,9.9860385853,0,0,0,0,0,0,0,0,0,0,9.9899526273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38472,Sarcenas,5.6279069767,0,0,0,0,0,5.6279069767,0,0,0,0,0,0,0,5.6279069767,0,33.7674418605,5.6279069767,0,0,0,0,50.6511627907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38474,Sassenage,98.2018242506,80.6927545348,55.1919134098,20.6045200747,245.5430578968,11.6449413163,90.5147797327,90.5746789841,41.982567357,0,267.2953907868,15.9549612939,3.4908167842,11.0939957418,232.1163666455,53.7143259486,1549.3713530614,178.7716760337,3.7966312588,6.3546738623,139.7435532542,0,1438.0537184757,452.0000486344,0,0,0,0,76.9881416948,15.0035364419,0,0,0,0,32.6644583799,7.4369048666,0,0,0,0,16.0943330614,8.9519386847,0,0,0,0,10.3198263576,3.9767621187,0,0,0,0,6.8504153598,0,0,0,4.599540734,0,0,0
38478,Séchilienne,0,0,0,0,15.3677838149,0,5.26088074,0,0,0,20.0102931723,0,0,0,0,5.4814439735,187.916202388,5.4814439735,0,0,0,0,202.3494356645,15.1816638399,0,0,0,0,5.26088074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38485,Seyssinet-Pariset,57.614973064,98.1686903401,54.6589611489,0,211.8847413452,11.3678837063,71.2274532093,121.9565185646,33.799537996,1.2877139631,184.3923573037,56.6051215023,0,45.860113504,337.7005729419,38.4385739197,1342.9766440607,333.4310011614,3.3673778181,52.7299705416,199.8727333162,7.2546544861,1366.9049842721,579.0931770196,0,1.6666756886,0,7.8462433141,30.5463067101,14.1303471843,1.6666756886,0,0,0,30.804786123,0,3.3955166652,3.4415652655,17.4806125452,0,8.4445376583,10.4672459885,0,5.0000270658,0,0,7.4001305082,13.3299397117,0,0,0,0,13.8858057092,0,0,0,0,0,0,3.3673778181
38486,Seyssins,59.1608601584,4.9214264328,14.8578076382,0,103.8855500429,24.6798156251,59.787545114,64.186160834,4.9421837623,0,103.8380915618,14.795404372,0,9.9051904699,202.7035321525,14.8369846468,1037.9821682817,173.3426438131,0,4.9317941769,98.8854962808,4.963028641,864.968164713,232.2623390391,0,4.9421837623,0,0,29.6323671775,4.9421837623,0,0,0,0,14.8265512869,0,0,0,0,0,0,4.9317941769,0,0,0,0,0,0,0,0,0,0,0,4.9214264328,0,0,0,0,0,0
38516,La Tronche,24.9403239631,134.0934846062,109.3785144317,0,84.6087345967,39.8874033077,67.2850780536,265.6537959597,99.2243301383,0,84.6647602799,39.9154688174,4.9555628062,4.964882875,273.4895400464,49.7330076519,472.9638187714,116.1862933099,0,14.9694724007,203.9811097477,14.9226789788,393.2825641074,184.1529760017,0,4.9929483847,0,0,29.8547482724,4.564963799,0,0,0,0,31.2576863026,0,4.9835756313,0,0,4.9742204724,9.9577961037,9.9297832786,0,0,4.9555628062,0,0,4.9835756313,0,0,0,0,4.9742204724,0,0,0,0,0,0,0
38524,Varces-Allières-et-Risset,1080.0114283133,307.3986052151,60.1577262031,0,229.9881681346,29.9612520648,99.6691783205,54.9097297748,24.5709892686,0,184.242036678,5.0436248605,0,0,39.1290383266,64.5115842455,1001.7413278799,20.0100566931,0,4.961403486,5.0436248605,10.0077313118,1091.4550422759,94.6129340011,4.961403486,0,0,0,40.1050377259,4.961403486,0,0,0,0,5.0436248605,0,0,0,0,0,4.8805224877,0,0,0,0,0,9.9241473482,4.961403486,0,0,0,0,0,0,0,0,0,0,0,0
38528,Vaulnaveys-le-Bas,30.3672203264,4.3847239456,4.5984294692,0,34.7652214773,0,28.7554088838,0,0,5.0575953205,25.0878576023,0,0,0,9.6560247898,9.4209801808,222.7828301092,15.6197653358,0,0,18.8528837282,0,223.0829320123,10.1151906411,0,0,0,0,4.5984294692,0,0,0,0,0,4.3847239456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38529,Vaulnaveys-le-Haut,45.0104260753,15.0481099373,0,0,108.8491948708,0,53.6435727735,34.5445746959,0,0,29.3081015678,0,5.1027551181,0,4.8390064471,19.3663400026,689.5435959491,30.3563752915,0,9.6780128942,5.1027551181,0,653.6604886225,53.7598841565,0,0,0,4.8390064471,19.3663400026,0,0,4.7122892187,0,0,4.9691312032,0,0,0,0,0,0,0,0,5.239972287,0,0,0,5.1027551181,0,0,0,0,5.1027551181,0,0,0,0,0,0,0
38533,Venon,14.8347488236,0,0,0,19.346927714,0,0,0,0,0,0,0,0,0,28.3932123928,0,96.5619413629,9.8283789499,0,0,4.8327967621,0,129.7824673378,14.3621332121,0,4.8327967621,0,0,9.3506316846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38540,Veurey-Voroize,10.2135074572,4.5931629292,19.7401979091,4.7573698457,30.1055342789,10.0310520917,14.7884219374,4.7573698457,0,0,19.7219494601,0,0,0,14.4421868987,5.1036048844,194.8428276385,20.2445595489,0,0,0,0,206.9217353692,34.5042910821,0,0,0,0,14.6122642603,4.7573698457,0,0,0,0,4.5931629292,0,0,0,0,0,5.1036048844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38545,Vif,24.7285122573,34.7277148739,35.2870730683,5.0735657002,271.669935446,15.223672283,71.809307164,80.2326292705,29.834482976,4.833705213,305.1159619209,5.1979231277,5.1979231277,0,35.2839537819,45.549634604,1368.1029538775,100.6423222066,5.0735657002,0,5.0735657002,0,1347.0096726051,121.1944424378,0,0,0,0,41.3947469457,4.833705213,0,0,0,0,0,0,0,0,0,0,5.1979231277,0,0,0,0,0,4.9521834552,0,0,4.9521834552,0,0,5.1979231277,4.9521834552,0,0,0,0,4.833705213,0
38562,Vizille,50.1706595504,100.6486863143,15.036491263,0,170.0250358918,0,20.0302918148,175.3033189527,15.0027232731,14.9358607617,255.6185381358,9.9350275007,0,5.0681442516,4.9675137503,4.9675137503,981.4179459541,79.7829935566,0,9.9019299909,0,10.1025205134,734.8833840736,65.1465688366,0,0,0,0,10.0356580019,0,0,0,0,0,5.000833261,0,0,0,0,0,4.9344162406,0,0,0,0,0,10.1025205134,0,0,0,0,0,0,0,0,0,0,0,0,0
42001,Aboën,0,0,0,0,19.334994079,0,4.7798659508,4.7374469756,0,0,4.9094154204,0,0,0,0,0,86.8125743834,0,0,0,0,0,115.6224555814,0,0,0,0,0,14.3827764642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42005,Andrézieux-Bouthéon,56.125340152,63.0748186012,30.839990068,5.0068871537,579.223113734,10.815021853,83.6456026919,114.6938831457,5.0068871537,0,433.8791005107,21.6300437059,0,15.7056640155,26.3968596349,15.9331555689,1031.1008048797,51.764081319,0,10.1250208696,5.3480970242,0,1029.6637704037,73.6124624329,0,0,0,0,145.5136012415,31.0549556757,0,0,0,0,30.7211622634,5.1181337159,0,0,0,0,20.7024981719,0,0,0,0,0,0,10.4662307401,0,0,0,0,0,0,0,0,0,0,0,0
42031,Caloire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7552735322,0,0,0,0,0,54.6444315317,0,0,0,0,0,13.1784508859,0,0,0,0,0,4.7022623949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42032,Cellieu,10.1967159969,0,0,10.1967159969,66.1861286489,0,9.7310796286,0,0,0,52.3628210183,0,5.0983579984,11.3182547666,0,0,192.7582400996,5.3714297314,0,0,0,0,268.6387453575,0,0,0,0,0,64.7915181462,4.5931558913,0,0,0,0,19.8889356359,4.8391686348,0,0,0,0,4.8391686348,0,0,0,0,0,0,0,0,0,0,0,5.0983579984,0,0,0,0,0,0,0
42036,Chagnon,9.6805802208,0,0,0,19.4371664518,0,4.8401443511,4.7655982226,0,0,14.5964367924,0,0,0,0,0,48.3654811538,0,0,0,0,0,82.2479492221,4.8778535664,0,0,4.8778535664,0,43.5244645006,4.8401443511,0,0,0,0,29.0414491439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42043,Chambœuf,0,4.9995968276,0,0,55.6255597084,5.8264755554,11.2236997219,5.3972241665,0,0,42.0458295906,0,0,0,0,0,280.6086378779,4.9995968276,0,4.631263714,0,0,298.8088656153,4.2900666451,0,0,0,0,22.4473994438,4.631263714,0,0,0,0,22.0839112753,9.6308605417,0,0,0,0,4.631263714,5.3972241665,0,0,0,0,4.631263714,0,0,0,0,0,0,0,0,0,0,0,0,0
42044,Le Chambon-Feugerolles,18.2258350474,88.7848682041,14.1651073361,11.0176228076,309.7875934934,14.1857483,58.4186161896,92.0405894815,0,0,262.2926266411,20.0262837324,0,16.4659271597,21.6186343397,4.6662880867,1210.3509254997,114.4600194771,0,0,3.7083891542,3.3961005749,1020.7448245609,212.7826888795,4.0645702764,0,0,0,246.7468908008,13.8666661695,0,0,0,0,120.4452894412,29.7096575352,0,0,3.5702346428,0,16.0277417464,0,0,0,0,0,1.2899629977,4.7328728427,0,0,0,0,0,3.6515385335,0,0,0,0,0,3.7398723946
42053,Châteauneuf,14.5117807193,0,4.8649988021,0,14.4696344854,4.8232114951,9.6467819172,0,0,0,19.4614433817,0,0,0,0,9.6049946102,140.2974827416,4.7817831151,0,0,4.7817831151,0,140.4617604738,14.6375077864,0,4.8232114951,0,0,173.8953109728,0,0,0,0,0,125.407806023,24.1174901003,0,0,0,4.9071481457,0,0,0,4.8232114951,0,0,0,9.6057093811,0,0,0,0,0,4.8649988021,0,0,0,0,0,0
42083,Dargoire,0,0,0,5.3353677061,0,0,0,0,0,0,10.5166482867,0,0,0,0,0,10.4412816268,0,0,0,0,0,10.5931274083,0,0,0,0,5.3353677061,78.8011890564,0,5.1812805806,0,0,0,79.2623379713,5.1812805806,0,0,0,0,5.1812805806,5.1812805806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42085,Doizieux,4.7562975316,4.7562975316,0,0,20.1687429475,0,4.881163992,10.2816345627,0,0,4.881163992,0,0,5.0093085554,0,5.0093085554,140.5942251351,0,0,0,4.881163992,0,141.1004215612,10.0320760203,0,0,5.1408172813,0,39.8350023886,4.881163992,0,0,0,0,15.422451844,9.765606087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42092,L'Étrat,0,0,0,10.4261941754,46.7005180867,0,5.1728479298,0,0,0,57.1105526438,5.1728479298,0,5.2211768969,0,0,493.3202910776,10.3617556043,0,10.4100345571,0,0,404.882577179,46.7970764562,0,0,0,0,51.9377051778,0,0,0,0,0,10.3778652084,15.5828326274,0,0,0,0,31.1335954707,0,0,0,0,0,5.2050172785,0,0,0,0,0,0,0,0,0,0,0,0,0
42093,Farnay,14.7692691723,0,0,0,34.4666419747,0,9.7764182235,9.9169434132,0,0,4.7845558061,0,0,0,0,0,176.2835543533,0,0,0,0,4.9230897241,175.0196590577,4.8533284994,0,0,0,0,83.423508223,4.8533284994,0,0,0,0,49.233905462,4.9230897241,0,0,0,0,0,0,0,0,0,0,4.8533284994,0,0,0,0,0,0,0,0,0,0,0,0,0
42095,Firminy,20.9215050071,187.6476374745,11.4834205355,6.9761516658,550.7383980095,42.9981808573,67.726594025,309.2086465283,3.9833863609,9.6536545318,481.9856947393,43.5386521698,4.3025904723,23.8888790338,6.7342472018,7.2523551437,1425.4138984513,166.4631568892,2.4442858243,12.6511830372,4.3025904723,0,1213.389671626,239.0661518309,0,6.1614850308,0,1.7396951807,317.5763308828,17.6976607773,0,0,0,0,164.012552015,19.8429240403,4.7171407032,6.1899489004,0,0,32.5047322664,0,0,0,0,0,33.1079934937,0,0,0,0,0,0,0,0,0,0,0,0,0
